#Position (bp)	mapping quality
3519247.5	55.460252963262676
1.05577415E7	57.19690704519179
1.75962355E7	56.43278139646807
2.46347295E7	54.25579216891006
3.16732235E7	54.40855388904814
3.87117175E7	54.587937240239505
4.57502115E7	54.60172182974259
5.27887055E7	54.495783155438325
5.98271995E7	53.33974133670352
6.68656935E7	54.536729165179175
7.39041875E7	51.905970474589985
8.09426815E7	53.46938988093467
8.79811755E7	51.135047842490835
9.50196695E7	54.36609482219445
1.020581635E8	52.97501099272578
1.090966575E8	55.8270318854776
1.161351515E8	52.12582092226851
1.231736455E8	45.74966388903169
1.302121395E8	52.90451119620722
1.372506335E8	54.86036417881185
1.442891275E8	53.770407384622835
1.513276215E8	54.64559019885868
1.583661155E8	54.798119968425304
1.654046095E8	56.77895535967049
1.724431035E8	52.36073838754014
1.794815975E8	57.35818241595481
1.865200915E8	57.86252921692586
1.935585855E8	57.945103614835645
2.005970795E8	56.98309655675061
2.06554927E8	57.868490256692134
2.10074174E8	57.633710122998295
2.146740675E8	56.8421614054848
2.217125615E8	58.21390997126471
2.287510555E8	57.52691836647316
2.357895495E8	54.69889682546111
2.428280435E8	54.58451154849165
2.498665375E8	52.59620958524276
2.569050315E8	54.10525561041346
2.639435255E8	56.10161260181549
2.709820195E8	54.81837087986013
2.780205135E8	53.664115112421285
2.850590075E8	52.71382521867994
2.920975015E8	56.47772172751086
2.991359955E8	40.17351353780245
3.061744895E8	54.117488192753044
3.132129835E8	54.89784330517148
3.202514775E8	54.58544182870632
3.272899715E8	46.21554780514454
3.343284655E8	48.63436525670345
3.413669595E8	54.37496286001014
3.484054535E8	53.50458911595691
3.554439475E8	53.14089028003846
3.624824415E8	54.36127831327942
3.695209355E8	55.26493837186646
3.765594295E8	55.48710006975941
3.835979235E8	56.85238558285353
3.906364175E8	54.77962067019234
3.976749115E8	57.593016811801526
4.047134055E8	57.43715030004218
4.08526901E8	48.35204213739158
4.12046148E8	56.73557456746019
4.187903935E8	58.23955032716786
4.258288875E8	56.24280433316343
4.328673815E8	57.23403756671685
4.399058755E8	55.94053974113035
4.469443695E8	53.26662960442328
4.539828635E8	53.17250879527364
4.610213575E8	51.3152383638514
4.680598515E8	48.96160110865957
4.750983455E8	56.507819384555454
4.821368395E8	53.89177411548357
4.891753335E8	55.449648871737836
4.962138275E8	53.752711582515296
5.032523215E8	55.35684527991623
5.102908155E8	54.39964606661324
5.173293095E8	54.804322894904736
5.243678035E8	54.703115026791416
5.314062975E8	56.511104194194075
5.384447915E8	53.450377038209545
5.454832855E8	53.99236904404028
5.525217795E8	54.33625100677351
5.595602735E8	55.053100629365275
5.665987675E8	54.228311583121055
5.736372615E8	56.917564589035706
5.806757555E8	56.62343481481916
5.877142495E8	54.40691000772766
5.918006215E8	53.8151863872911
5.953198685E8	53.358823022503636
6.017912375E8	48.83856746956605
6.088297315E8	56.92119971591464
6.158682255E8	54.95221783748288
6.229067195E8	55.373867554686726
6.299452135E8	55.412793557968406
6.369837075E8	53.41306803040174
6.440222015E8	55.27825353359562
6.510606955E8	54.72456253409448
6.580991895E8	51.933804057121094
6.651376835E8	51.99092339517057
6.721761775E8	53.03472500078569
6.792146715E8	55.164238372935884
6.862531655E8	52.47472988417296
6.932916595E8	53.51458516390103
7.003301535E8	53.75547331077929
7.073686475E8	53.95350168779922
7.144071415E8	54.40019907044865
7.214456355E8	54.709747692522356
7.284841295E8	54.08373461220961
7.355226235E8	54.64734927487833
7.425611175E8	56.33851984169059
7.495996115E8	56.28503748578072
7.566381055E8	57.967283692674165
7.636765995E8	57.67420283498366
7.683379745E8	56.33522939399218
7.718572215E8	54.73075667799814
7.777535875E8	57.024318187196734
7.847920815E8	56.92654840749277
7.918305755E8	55.074958282357834
7.988690695E8	55.93077150376423
8.059075635E8	54.88112599422874
8.129460575E8	51.921487577565856
8.199845515E8	54.94861358607621
8.270230455E8	53.5457603742625
8.340615395E8	54.2016896310352
8.411000335E8	53.55081203578665
8.481385275E8	44.20463029303323
8.551770215E8	47.18680672827383
8.622155155E8	50.636876828814565
8.692540095E8	44.31076172702024
8.762925035E8	43.393683434298126
8.833309975E8	51.605701762385024
8.903694915E8	56.52350118614574
8.974079855E8	54.18905638361545
9.044464795E8	52.41074816988933
9.114849735E8	52.41597136881911
9.185234675E8	56.3353832219413
9.255619615E8	56.04434467693893
9.326004555E8	57.54787178403402
9.396389495E8	57.87507490583175
9.442718855E8	58.3785203922931
9.477911325E8	54.82688053490311
9.537159375E8	57.29137852993116
9.607544315E8	55.62679434184906
9.677929255E8	55.31018724365685
9.748314195E8	54.5962184288159
9.818699135E8	53.055963521510314
9.889084075E8	55.3865250794896
9.959469015E8	54.74221811068279
1.0029853955E9	54.7216508163908
1.0100238895E9	54.86446337819372
1.0170623835E9	53.68850320245825
1.0241008775E9	54.551603934550094
1.0311393715E9	49.93345395859311
1.0381778655E9	53.340813539173624
1.0452163595E9	55.901090822496215
1.0522548535E9	55.36188804691736
1.0592933475E9	54.45677930045937
1.0663318415E9	53.31140292846432
1.0733703355E9	54.94559851209002
1.0804088295E9	52.92454065753911
1.0874473235E9	53.5214197511338
1.0944858175E9	55.76548417523704
1.1015243115E9	58.41805464184252
1.106347486E9	53.078147111562906
1.109866733E9	53.1488959311352
1.1156012995E9	57.28544596598539
1.1226397935E9	56.48399468388818
1.1296782875E9	55.10880517454541
1.1367167815E9	55.685687669502215
1.1437552755E9	55.06295587161186
1.1507937695E9	55.04649842933885
1.1578322635E9	54.86165334095548
1.1648707575E9	55.227739829276466
1.1719092515E9	53.02825934948049
1.1789477455E9	54.371338854524154
1.1859862395E9	53.27046093150343
1.1930247335E9	53.01999984016137
1.2000632275E9	53.797581683160594
1.2071017215E9	53.89347375176046
1.2141402155E9	54.40945551797674
1.2211787095E9	57.51206469935372
1.2282172035E9	55.54652073608891
1.2352556975E9	44.776986897203365
1.2422941915E9	54.32023222823116
1.2493326855E9	57.32518279593874
1.2563711795E9	57.74629934591392
