#Duplication rate	Coverage
1.0	7092007.0
2.0	830026.0
3.0	113525.0
4.0	19692.0
5.0	6386.0
6.0	3166.0
7.0	1880.0
8.0	1117.0
9.0	697.0
10.0	502.0
11.0	364.0
12.0	265.0
13.0	172.0
14.0	109.0
15.0	102.0
16.0	63.0
17.0	50.0
18.0	38.0
19.0	37.0
20.0	33.0
21.0	21.0
22.0	27.0
23.0	20.0
24.0	17.0
25.0	17.0
26.0	20.0
27.0	10.0
28.0	15.0
29.0	11.0
30.0	14.0
31.0	10.0
32.0	7.0
33.0	10.0
34.0	9.0
35.0	8.0
36.0	1.0
37.0	6.0
38.0	7.0
39.0	7.0
40.0	7.0
41.0	6.0
42.0	1.0
43.0	3.0
44.0	2.0
45.0	2.0
46.0	1.0
47.0	2.0
48.0	1.0
49.0	5.0
50.0	22.0
