#Duplication rate	Coverage
1.0	4478801.0
2.0	296918.0
3.0	29875.0
4.0	6083.0
5.0	2469.0
6.0	1348.0
7.0	779.0
8.0	494.0
9.0	269.0
10.0	169.0
11.0	136.0
12.0	79.0
13.0	72.0
14.0	44.0
15.0	34.0
16.0	33.0
17.0	21.0
18.0	22.0
19.0	17.0
20.0	15.0
21.0	9.0
22.0	12.0
23.0	12.0
24.0	11.0
25.0	13.0
26.0	4.0
27.0	5.0
28.0	4.0
29.0	5.0
30.0	6.0
31.0	3.0
32.0	2.0
33.0	3.0
34.0	4.0
35.0	3.0
36.0	1.0
37.0	5.0
38.0	2.0
39.0	1.0
40.0	1.0
41.0	0.0
42.0	1.0
43.0	1.0
44.0	1.0
45.0	2.0
46.0	2.0
47.0	1.0
48.0	0.0
49.0	0.0
50.0	11.0
