#Duplication rate	Coverage
1.0	5259058.0
2.0	170243.0
3.0	18047.0
4.0	8006.0
5.0	5087.0
6.0	3469.0
7.0	2454.0
8.0	1743.0
9.0	1282.0
10.0	1040.0
11.0	761.0
12.0	638.0
13.0	468.0
14.0	411.0
15.0	331.0
16.0	265.0
17.0	218.0
18.0	155.0
19.0	153.0
20.0	89.0
21.0	89.0
22.0	76.0
23.0	43.0
24.0	34.0
25.0	30.0
26.0	26.0
27.0	24.0
28.0	10.0
29.0	20.0
30.0	17.0
31.0	11.0
32.0	13.0
33.0	9.0
34.0	12.0
35.0	9.0
36.0	3.0
37.0	10.0
38.0	9.0
39.0	8.0
40.0	8.0
41.0	2.0
42.0	3.0
43.0	8.0
44.0	5.0
45.0	3.0
46.0	3.0
47.0	1.0
48.0	5.0
49.0	3.0
50.0	75.0
