## htsjdk.samtools.metrics.StringHeader
# MarkDuplicates INPUT=[../pre_dup_removal/merged/scca0540_merged.bam] OUTPUT=scca0540_merged_dedup.bam METRICS_FILE=scca0540_merged_metrics.txt    MAX_SEQUENCES_FOR_DISK_READ_ENDS_MAP=50000 MAX_FILE_HANDLES_FOR_READ_ENDS_MAP=8000 SORTING_COLLECTION_SIZE_RATIO=0.25 TAG_DUPLICATE_SET_MEMBERS=false REMOVE_SEQUENCING_DUPLICATES=false TAGGING_POLICY=DontTag CLEAR_DT=true DUPLEX_UMI=false ADD_PG_TAG_TO_READS=true REMOVE_DUPLICATES=false ASSUME_SORTED=false DUPLICATE_SCORING_STRATEGY=SUM_OF_BASE_QUALITIES PROGRAM_RECORD_ID=MarkDuplicates PROGRAM_GROUP_NAME=MarkDuplicates READ_NAME_REGEX=<optimized capture of last three ':' separated fields as numeric values> OPTICAL_DUPLICATE_PIXEL_DISTANCE=100 MAX_OPTICAL_DUPLICATE_SET_SIZE=300000 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json USE_JDK_DEFLATER=false USE_JDK_INFLATER=false
## htsjdk.samtools.metrics.StringHeader
# Started on: Fri Sep 09 12:58:04 EDT 2022

## METRICS CLASS	picard.sam.DuplicationMetrics
LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	SECONDARY_OR_SUPPLEMENTARY_RDS	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE
Unknown Library	23375388	80970084	1515777	16753700	4809546	4578619	448267	0.075368	757815735

## HISTOGRAM	java.lang.Double
BIN	CoverageMult	all_sets	optical_sets	non_optical_sets
1.0	1.005275	72586779	0	72988270
2.0	1.908679	3520208	440792	3158696
3.0	2.720535	200816	3688	164091
4.0	3.45012	27430	33	24709
5.0	4.105772	12679	0	12457
6.0	4.694982	8351	0	8269
7.0	5.224484	6076	0	6016
8.0	5.700328	4511	0	4490
9.0	6.127951	3551	0	3562
10.0	6.512241	2782	0	2744
11.0	6.857588	2385	0	2383
12.0	7.167938	1994	0	1977
13.0	7.446839	1609	0	1602
14.0	7.697477	1365	0	1364
15.0	7.922716	1154	0	1154
16.0	8.125131	975	0	958
17.0	8.307033	872	0	863
18.0	8.470502	755	0	747
19.0	8.617406	682	0	685
20.0	8.749422	632	0	635
21.0	8.868061	506	0	495
22.0	8.974677	432	0	420
23.0	9.07049	434	0	433
24.0	9.156593	358	0	366
25.0	9.23397	326	0	318
26.0	9.303506	310	0	306
27.0	9.365996	283	0	294
28.0	9.422153	256	0	234
29.0	9.47262	227	0	228
30.0	9.517972	202	0	200
31.0	9.558729	185	0	182
32.0	9.595355	164	0	169
33.0	9.62827	150	0	145
34.0	9.657849	137	0	140
35.0	9.684431	138	0	135
36.0	9.70832	134	0	131
37.0	9.729787	99	0	106
38.0	9.749079	108	0	103
39.0	9.766416	108	0	99
40.0	9.781996	63	0	65
41.0	9.795997	76	0	79
42.0	9.80858	62	0	69
43.0	9.819887	77	0	66
44.0	9.830049	56	0	57
45.0	9.839181	52	0	46
46.0	9.847387	47	0	45
47.0	9.854762	46	0	50
48.0	9.861389	40	0	38
49.0	9.867345	49	0	51
50.0	9.872697	39	0	36
51.0	9.877507	35	0	40
52.0	9.88183	31	0	26
53.0	9.885714	30	0	31
54.0	9.889205	38	0	37
55.0	9.892342	28	0	27
56.0	9.895161	23	0	26
57.0	9.897695	25	0	25
58.0	9.899972	30	0	27
59.0	9.902018	22	0	19
60.0	9.903856	13	0	14
61.0	9.905509	29	0	25
62.0	9.906994	8	0	15
63.0	9.908328	22	0	20
64.0	9.909527	11	0	8
65.0	9.910605	17	0	20
66.0	9.911574	11	0	13
67.0	9.912444	19	0	21
68.0	9.913226	13	0	9
69.0	9.913929	13	0	11
70.0	9.914561	18	0	22
71.0	9.915128	14	0	14
72.0	9.915638	11	0	10
73.0	9.916097	12	0	7
74.0	9.916509	7	0	9
75.0	9.916879	10	0	9
76.0	9.917212	9	0	10
77.0	9.917511	8	0	11
78.0	9.91778	9	0	9
79.0	9.918021	9	0	5
80.0	9.918238	6	0	6
81.0	9.918433	7	0	8
82.0	9.918608	9	0	6
83.0	9.918766	4	0	6
84.0	9.918907	7	0	10
85.0	9.919034	8	0	5
86.0	9.919149	6	0	5
87.0	9.919251	4	0	5
88.0	9.919344	6	0	8
89.0	9.919427	8	0	4
90.0	9.919501	1	0	2
91.0	9.919568	4	0	3
92.0	9.919628	2	0	7
93.0	9.919683	3	0	0
94.0	9.919731	4	0	3
95.0	9.919775	3	0	4
96.0	9.919814	5	0	3
97.0	9.919849	1	0	2
98.0	9.919881	3	0	1
99.0	9.91991	4	0	5
100.0	9.919935	1	0	0
101.0	0	1	0	2
102.0	0	3	0	4
103.0	0	3	0	2
104.0	0	2	0	2
105.0	0	5	0	5
106.0	0	0	0	1
107.0	0	2	0	0
108.0	0	1	0	1
109.0	0	3	0	3
110.0	0	1	0	2
111.0	0	0	0	2
112.0	0	7	0	4
113.0	0	1	0	1
114.0	0	1	0	1
115.0	0	0	0	1
116.0	0	1	0	2
117.0	0	3	0	1
118.0	0	2	0	4
119.0	0	1	0	0
120.0	0	2	0	2
121.0	0	2	0	2
122.0	0	2	0	1
123.0	0	2	0	2
124.0	0	1	0	1
125.0	0	0	0	1
126.0	0	1	0	2
127.0	0	2	0	0
129.0	0	0	0	2
130.0	0	1	0	1
131.0	0	2	0	0
132.0	0	1	0	2
134.0	0	1	0	0
135.0	0	2	0	2
138.0	0	0	0	1
139.0	0	1	0	1
140.0	0	1	0	0
141.0	0	0	0	1
142.0	0	1	0	0
147.0	0	1	0	1
148.0	0	1	0	1
150.0	0	1	0	1
154.0	0	0	0	1
155.0	0	1	0	2
157.0	0	2	0	1
159.0	0	1	0	0
163.0	0	1	0	2
164.0	0	1	0	0
173.0	0	0	0	1
174.0	0	1	0	0
176.0	0	1	0	1
189.0	0	0	0	1
191.0	0	1	0	0
202.0	0	0	0	1
204.0	0	1	0	0
209.0	0	0	0	1
212.0	0	1	0	0
257.0	0	0	0	1
259.0	0	1	0	0

