## htsjdk.samtools.metrics.StringHeader
# MarkDuplicates INPUT=[../pre_dup_removal/merged/SCCA1017_merged.bam] OUTPUT=SCCA1017_merged_dedup.bam METRICS_FILE=SCCA1017_merged_metrics.txt    MAX_SEQUENCES_FOR_DISK_READ_ENDS_MAP=50000 MAX_FILE_HANDLES_FOR_READ_ENDS_MAP=8000 SORTING_COLLECTION_SIZE_RATIO=0.25 TAG_DUPLICATE_SET_MEMBERS=false REMOVE_SEQUENCING_DUPLICATES=false TAGGING_POLICY=DontTag CLEAR_DT=true DUPLEX_UMI=false ADD_PG_TAG_TO_READS=true REMOVE_DUPLICATES=false ASSUME_SORTED=false DUPLICATE_SCORING_STRATEGY=SUM_OF_BASE_QUALITIES PROGRAM_RECORD_ID=MarkDuplicates PROGRAM_GROUP_NAME=MarkDuplicates READ_NAME_REGEX=<optimized capture of last three ':' separated fields as numeric values> OPTICAL_DUPLICATE_PIXEL_DISTANCE=100 MAX_OPTICAL_DUPLICATE_SET_SIZE=300000 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json USE_JDK_DEFLATER=false USE_JDK_INFLATER=false
## htsjdk.samtools.metrics.StringHeader
# Started on: Fri Sep 02 11:26:15 EDT 2022

## METRICS CLASS	picard.sam.DuplicationMetrics
LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	SECONDARY_OR_SUPPLEMENTARY_RDS	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE
Unknown Library	16886655	93313394	1695716	11484843	3816358	5095763	362790	0.06883	881472103

## HISTOGRAM	java.lang.Double
BIN	CoverageMult	all_sets	optical_sets	non_optical_sets
1.0	1.0037	84289677	0	84620873
2.0	1.906578	3635750	358535	3330375
3.0	2.718762	176858	2100	152691
4.0	3.449362	31836	17	30564
5.0	4.106573	17176	1	17034
6.0	4.697767	11535	0	11502
7.0	5.229576	8398	0	8387
8.0	5.707964	6496	0	6455
9.0	6.138298	4917	0	4892
10.0	6.525405	4142	0	4138
11.0	6.873627	3230	0	3233
12.0	7.18687	2738	0	2726
13.0	7.468647	2413	0	2425
14.0	7.72212	2098	0	2062
15.0	7.950132	1781	0	1787
16.0	8.15524	1537	0	1546
17.0	8.339744	1411	0	1396
18.0	8.505716	1223	0	1207
19.0	8.655015	1100	0	1103
20.0	8.789317	993	0	985
21.0	8.910129	914	0	900
22.0	9.018804	844	0	860
23.0	9.116564	727	0	716
24.0	9.204503	670	0	659
25.0	9.283609	609	0	606
26.0	9.354769	525	0	521
27.0	9.418781	499	0	498
28.0	9.476362	462	0	475
29.0	9.52816	432	0	416
30.0	9.574755	403	0	405
31.0	9.616669	369	0	370
32.0	9.654373	325	0	328
33.0	9.688289	328	0	313
34.0	9.718799	269	0	273
35.0	9.746244	262	0	257
36.0	9.770932	242	0	244
37.0	9.79314	252	0	262
38.0	9.813117	238	0	220
39.0	9.831088	226	0	224
40.0	9.847253	193	0	195
41.0	9.861795	170	0	179
42.0	9.874876	169	0	158
43.0	9.886642	155	0	153
44.0	9.897227	155	0	153
45.0	9.906749	134	0	134
46.0	9.915314	127	0	128
47.0	9.923019	121	0	118
48.0	9.92995	118	0	120
49.0	9.936185	112	0	111
50.0	9.941793	108	0	109
51.0	9.946838	91	0	88
52.0	9.951376	77	0	75
53.0	9.955459	71	0	76
54.0	9.959131	77	0	67
55.0	9.962435	65	0	62
56.0	9.965406	67	0	82
57.0	9.968079	74	0	64
58.0	9.970484	68	0	74
59.0	9.972647	66	0	62
60.0	9.974593	61	0	62
61.0	9.976343	67	0	67
62.0	9.977917	47	0	57
63.0	9.979334	68	0	53
