## htsjdk.samtools.metrics.StringHeader
# MarkDuplicates INPUT=[../pre_dup_removal/merged/scca0550_merged.bam] OUTPUT=scca0550_merged_dedup.bam METRICS_FILE=scca0550_merged_metrics.txt    MAX_SEQUENCES_FOR_DISK_READ_ENDS_MAP=50000 MAX_FILE_HANDLES_FOR_READ_ENDS_MAP=8000 SORTING_COLLECTION_SIZE_RATIO=0.25 TAG_DUPLICATE_SET_MEMBERS=false REMOVE_SEQUENCING_DUPLICATES=false TAGGING_POLICY=DontTag CLEAR_DT=true DUPLEX_UMI=false ADD_PG_TAG_TO_READS=true REMOVE_DUPLICATES=false ASSUME_SORTED=false DUPLICATE_SCORING_STRATEGY=SUM_OF_BASE_QUALITIES PROGRAM_RECORD_ID=MarkDuplicates PROGRAM_GROUP_NAME=MarkDuplicates READ_NAME_REGEX=<optimized capture of last three ':' separated fields as numeric values> OPTICAL_DUPLICATE_PIXEL_DISTANCE=100 MAX_OPTICAL_DUPLICATE_SET_SIZE=300000 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json USE_JDK_DEFLATER=false USE_JDK_INFLATER=false
## htsjdk.samtools.metrics.StringHeader
# Started on: Fri Sep 09 13:47:42 EDT 2022

## METRICS CLASS	picard.sam.DuplicationMetrics
LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	SECONDARY_OR_SUPPLEMENTARY_RDS	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE
Unknown Library	30188857	81910207	6490666	15000886	6270952	6930043	786765	0.103763	508230177

## HISTOGRAM	java.lang.Double
BIN	CoverageMult	all_sets	optical_sets	non_optical_sets
1.0	1.008938	69260366	0	69895655
2.0	1.867695	5111376	755226	4600484
3.0	2.598626	482448	15086	376345
4.0	3.220757	62518	414	47011
5.0	3.750283	16377	27	14335
6.0	4.20099	8909	2	8588
7.0	4.584608	6095	0	6014
8.0	4.911125	4713	1	4654
9.0	5.189039	3680	0	3623
10.0	5.425586	2906	0	2898
11.0	5.626922	2445	0	2433
12.0	5.79829	1956	0	1939
13.0	5.944149	1706	0	1688
14.0	6.068298	1484	0	1508
15.0	6.173966	1343	0	1298
16.0	6.263906	1117	0	1105
17.0	6.340458	1030	0	1007
18.0	6.405616	797	0	804
19.0	6.461074	795	0	805
20.0	6.508278	713	0	706
21.0	6.548455	611	0	604
22.0	6.582652	530	0	514
23.0	6.611759	514	0	507
24.0	6.636533	481	0	482
25.0	6.657619	432	0	421
26.0	6.675567	345	0	343
27.0	6.690843	336	0	330
28.0	6.703846	318	0	305
29.0	6.714913	264	0	261
30.0	6.724332	251	0	251
31.0	6.73235	234	0	225
32.0	6.739174	209	0	210
33.0	6.744982	178	0	181
34.0	6.749926	184	0	172
35.0	6.754134	161	0	169
36.0	6.757715	141	0	139
37.0	6.760764	129	0	122
38.0	6.763358	126	0	127
39.0	6.765567	130	0	124
40.0	6.767447	116	0	116
41.0	6.769046	119	0	123
42.0	6.770408	98	0	86
43.0	6.771567	84	0	80
44.0	6.772554	77	0	83
45.0	6.773394	68	0	68
46.0	6.774108	80	0	73
47.0	6.774717	65	0	75
48.0	6.775234	63	0	54
49.0	6.775675	61	0	57
50.0	6.77605	48	0	46
51.0	6.776369	43	0	42
52.0	6.776641	55	0	56
53.0	6.776872	50	0	42
54.0	6.777069	35	0	40
55.0	6.777237	37	0	44
56.0	6.77738	32	0	25
57.0	6.777501	34	0	34
58.0	6.777604	35	0	34
59.0	6.777692	32	0	32
60.0	6.777767	38	0	34
61.0	6.777831	18	0	16
62.0	6.777885	18	0	20
63.0	6.777931	24	0	24
