## htsjdk.samtools.metrics.StringHeader
# MarkDuplicates INPUT=[../pre_dup_removal/merged/SQT118_merged.bam] OUTPUT=SQT118_merged_dedup.bam METRICS_FILE=SQT118_merged_metrics.txt    MAX_SEQUENCES_FOR_DISK_READ_ENDS_MAP=50000 MAX_FILE_HANDLES_FOR_READ_ENDS_MAP=8000 SORTING_COLLECTION_SIZE_RATIO=0.25 TAG_DUPLICATE_SET_MEMBERS=false REMOVE_SEQUENCING_DUPLICATES=false TAGGING_POLICY=DontTag CLEAR_DT=true DUPLEX_UMI=false ADD_PG_TAG_TO_READS=true REMOVE_DUPLICATES=false ASSUME_SORTED=false DUPLICATE_SCORING_STRATEGY=SUM_OF_BASE_QUALITIES PROGRAM_RECORD_ID=MarkDuplicates PROGRAM_GROUP_NAME=MarkDuplicates READ_NAME_REGEX=<optimized capture of last three ':' separated fields as numeric values> OPTICAL_DUPLICATE_PIXEL_DISTANCE=100 MAX_OPTICAL_DUPLICATE_SET_SIZE=300000 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json USE_JDK_DEFLATER=false USE_JDK_INFLATER=false
## htsjdk.samtools.metrics.StringHeader
# Started on: Fri Sep 09 15:06:42 EDT 2022

## METRICS CLASS	picard.sam.DuplicationMetrics
LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	SECONDARY_OR_SUPPLEMENTARY_RDS	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE
Unknown Library	27259371	93715569	2323309	19414195	5902914	6070996	605238	0.084051	761726658

## HISTOGRAM	java.lang.Double
BIN	CoverageMult	all_sets	optical_sets	non_optical_sets
1.0	1.006109	82665073	0	83199337
2.0	1.895747	4590675	593249	4116527
3.0	2.682398	285074	5846	230270
4.0	3.377983	35121	89	30539
5.0	3.993045	14026	6	13664
6.0	4.536906	9314	0	9200
7.0	5.017808	6750	1	6719
8.0	5.443038	5164	0	5169
9.0	5.819043	4137	0	4105
10.0	6.15152	3366	0	3344
11.0	6.445509	3040	0	3038
12.0	6.705464	2414	0	2398
13.0	6.935327	2074	0	2069
14.0	7.138579	1781	0	1761
15.0	7.318303	1491	0	1472
16.0	7.477221	1301	0	1312
17.0	7.617742	1156	0	1152
18.0	7.741996	1108	0	1081
19.0	7.851866	955	0	981
20.0	7.949017	886	0	876
21.0	8.034921	767	0	738
22.0	8.110881	610	0	614
23.0	8.178048	615	0	600
24.0	8.237439	555	0	570
25.0	8.289955	528	0	513
26.0	8.336391	461	0	456
27.0	8.377452	427	0	437
28.0	8.41376	395	0	397
29.0	8.445864	356	0	335
30.0	8.474252	318	0	321
31.0	8.499353	305	0	300
32.0	8.521549	265	0	262
33.0	8.541176	240	0	250
34.0	8.55853	255	0	249
35.0	8.573875	211	0	194
36.0	8.587444	168	0	171
37.0	8.599442	191	0	202
38.0	8.610051	177	0	165
39.0	8.619432	167	0	168
40.0	8.627727	164	0	165
41.0	8.635062	131	0	127
42.0	8.641548	120	0	115
43.0	8.647283	128	0	129
44.0	8.652354	117	0	113
45.0	8.656838	93	0	89
46.0	8.660803	98	0	104
47.0	8.664308	103	0	97
48.0	8.667408	74	0	77
49.0	8.67015	88	0	86
50.0	8.672573	78	0	79
51.0	8.674717	78	0	69
52.0	8.676612	60	0	66
53.0	8.678288	56	0	53
54.0	8.679769	61	0	63
55.0	8.68108	65	0	62
56.0	8.682238	50	0	45
57.0	8.683263	49	0	42
58.0	8.684168	35	0	45
59.0	8.684969	49	0	50
60.0	8.685678	49	0	43
61.0	8.686304	42	0	38
62.0	8.686858	27	0	27
63.0	8.687347	33	0	41
