## htsjdk.samtools.metrics.StringHeader
# MarkDuplicates INPUT=[../pre_dup_removal/merged/SQT017_merged.bam] OUTPUT=SQT017_merged_dedup.bam METRICS_FILE=SQT017_merged_metrics.txt    MAX_SEQUENCES_FOR_DISK_READ_ENDS_MAP=50000 MAX_FILE_HANDLES_FOR_READ_ENDS_MAP=8000 SORTING_COLLECTION_SIZE_RATIO=0.25 TAG_DUPLICATE_SET_MEMBERS=false REMOVE_SEQUENCING_DUPLICATES=false TAGGING_POLICY=DontTag CLEAR_DT=true DUPLEX_UMI=false ADD_PG_TAG_TO_READS=true REMOVE_DUPLICATES=false ASSUME_SORTED=false DUPLICATE_SCORING_STRATEGY=SUM_OF_BASE_QUALITIES PROGRAM_RECORD_ID=MarkDuplicates PROGRAM_GROUP_NAME=MarkDuplicates READ_NAME_REGEX=<optimized capture of last three ':' separated fields as numeric values> OPTICAL_DUPLICATE_PIXEL_DISTANCE=100 MAX_OPTICAL_DUPLICATE_SET_SIZE=300000 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json USE_JDK_DEFLATER=false USE_JDK_INFLATER=false
## htsjdk.samtools.metrics.StringHeader
# Started on: Fri Sep 09 14:02:24 EDT 2022

## METRICS CLASS	picard.sam.DuplicationMetrics
LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	SECONDARY_OR_SUPPLEMENTARY_RDS	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE
Unknown Library	23887171	89732929	1528259	19197412	4861407	5602808	594447	0.07901	763240707

## HISTOGRAM	java.lang.Double
BIN	CoverageMult	all_sets	optical_sets	non_optical_sets
1.0	1.006285	79253225	0	79781461
2.0	1.900952	4534194	583665	4063898
3.0	2.696382	266553	5286	213422
4.0	3.403583	28769	70	24612
5.0	4.032342	11138	0	10773
6.0	4.591358	7185	0	7127
7.0	5.088368	5082	0	5047
8.0	5.530249	3912	0	3911
9.0	5.923117	3214	0	3172
10.0	6.272408	2521	0	2485
11.0	6.582956	1980	0	1980
12.0	6.859057	1608	0	1590
13.0	7.104534	1381	0	1396
14.0	7.322782	1120	0	1093
15.0	7.516821	989	0	1016
16.0	7.689338	834	0	800
17.0	7.84272	744	0	746
18.0	7.979088	591	0	566
19.0	8.10033	568	0	563
20.0	8.208124	484	0	490
21.0	8.303962	389	0	378
22.0	8.389169	308	0	302
23.0	8.464925	332	0	335
24.0	8.532278	287	0	284
25.0	8.59216	272	0	271
26.0	8.6454	255	0	255
27.0	8.692735	177	0	171
28.0	8.734819	179	0	176
29.0	8.772236	150	0	145
30.0	8.805502	135	0	146
31.0	8.835078	120	0	104
32.0	8.861373	114	0	114
33.0	8.884752	90	0	100
34.0	8.905538	105	0	98
35.0	8.924018	78	0	71
36.0	8.940449	70	0	69
37.0	8.955056	74	0	70
38.0	8.968044	62	0	64
39.0	8.979591	57	0	67
40.0	8.989857	61	0	55
41.0	8.998985	52	0	49
42.0	9.0071	46	0	46
43.0	9.014315	40	0	40
44.0	9.020729	36	0	39
45.0	9.026432	40	0	33
46.0	9.031503	33	0	35
47.0	9.036011	30	0	27
48.0	9.040019	22	0	20
49.0	9.043582	22	0	26
50.0	9.046751	33	0	34
51.0	9.049568	29	0	25
52.0	9.052072	25	0	22
53.0	9.054298	19	0	26
54.0	9.056278	14	0	10
55.0	9.058038	15	0	16
56.0	9.059603	22	0	17
57.0	9.060994	8	0	12
58.0	9.062231	14	0	13
59.0	9.063331	15	0	14
60.0	9.064309	11	0	10
61.0	9.065178	11	0	12
62.0	9.065951	10	0	13
63.0	9.066638	13	0	8
64.0	9.067249	8	0	6
65.0	9.067792	10	0	10
66.0	9.068275	7	0	6
67.0	9.068704	3	0	6
68.0	9.069086	7	0	7
69.0	9.069425	11	0	12
70.0	9.069727	6	0	4
71.0	9.069995	4	0	2
72.0	9.070234	5	0	8
73.0	9.070446	5	0	4
74.0	9.070634	6	0	4
75.0	9.070802	1	0	3
76.0	9.070951	4	0	6
77.0	9.071084	4	0	5
78.0	9.071201	7	0	4
79.0	9.071306	5	0	4
80.0	9.071399	3	0	2
81.0	9.071482	0	0	1
82.0	9.071556	0	0	1
83.0	9.071621	4	0	3
84.0	9.071679	3	0	5
85.0	9.071731	4	0	1
86.0	9.071777	1	0	4
87.0	9.071818	3	0	2
88.0	9.071854	1	0	2
89.0	9.071887	2	0	2
90.0	9.071915	3	0	2
91.0	9.071941	3	0	1
92.0	9.071964	0	0	0
93.0	9.071984	0	0	1
94.0	9.072002	2	0	1
95.0	9.072018	1	0	2
96.0	9.072032	1	0	2
97.0	9.072044	3	0	1
98.0	9.072056	2	0	2
99.0	9.072066	0	0	0
100.0	9.072075	1	0	1
101.0	0	0	0	2
102.0	0	3	0	1
103.0	0	1	0	1
104.0	0	1	0	1
105.0	0	2	0	2
107.0	0	1	0	1
109.0	0	0	0	1
110.0	0	1	0	1
111.0	0	1	0	0
113.0	0	0	0	1
114.0	0	1	0	1
115.0	0	1	0	1
116.0	0	1	0	0
118.0	0	1	0	1
119.0	0	0	0	3
120.0	0	3	0	0
126.0	0	1	0	1
130.0	0	1	0	2
131.0	0	0	0	1
132.0	0	2	0	1
134.0	0	1	0	0
147.0	0	0	0	1
149.0	0	1	0	0
198.0	0	1	0	1

