## htsjdk.samtools.metrics.StringHeader
# MarkDuplicates INPUT=[../pre_dup_removal/merged/scca0554_merged.bam] OUTPUT=scca0554_merged_dedup.bam METRICS_FILE=scca0554_merged_metrics.txt    MAX_SEQUENCES_FOR_DISK_READ_ENDS_MAP=50000 MAX_FILE_HANDLES_FOR_READ_ENDS_MAP=8000 SORTING_COLLECTION_SIZE_RATIO=0.25 TAG_DUPLICATE_SET_MEMBERS=false REMOVE_SEQUENCING_DUPLICATES=false TAGGING_POLICY=DontTag CLEAR_DT=true DUPLEX_UMI=false ADD_PG_TAG_TO_READS=true REMOVE_DUPLICATES=false ASSUME_SORTED=false DUPLICATE_SCORING_STRATEGY=SUM_OF_BASE_QUALITIES PROGRAM_RECORD_ID=MarkDuplicates PROGRAM_GROUP_NAME=MarkDuplicates READ_NAME_REGEX=<optimized capture of last three ':' separated fields as numeric values> OPTICAL_DUPLICATE_PIXEL_DISTANCE=100 MAX_OPTICAL_DUPLICATE_SET_SIZE=300000 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json USE_JDK_DEFLATER=false USE_JDK_INFLATER=false
## htsjdk.samtools.metrics.StringHeader
# Started on: Fri Sep 09 13:48:05 EDT 2022

## METRICS CLASS	picard.sam.DuplicationMetrics
LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	SECONDARY_OR_SUPPLEMENTARY_RDS	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE
Unknown Library	25791096	77242105	4683679	14214426	5065560	5474025	553971	0.088829	571817324

## HISTOGRAM	java.lang.Double
BIN	CoverageMult	all_sets	optical_sets	non_optical_sets
1.0	1.006747	67236663	0	67703718
2.0	1.886286	4125534	535930	3731939
3.0	2.65469	309376	8671	244438
4.0	3.326002	38456	218	31111
5.0	3.91249	13318	10	12526
6.0	4.424872	8265	1	8126
7.0	4.872512	5752	0	5726
8.0	5.26359	4456	0	4429
9.0	5.605253	3589	0	3578
10.0	5.903745	2924	0	2886
11.0	6.164521	2364	0	2373
12.0	6.392346	1944	0	1926
13.0	6.591385	1697	0	1675
14.0	6.765274	1483	0	1471
15.0	6.917191	1227	0	1236
16.0	7.049912	1127	0	1103
17.0	7.165864	925	0	938
18.0	7.267164	873	0	853
19.0	7.355664	755	0	753
20.0	7.432982	662	0	648
21.0	7.50053	578	0	575
22.0	7.559544	527	0	527
23.0	7.6111	464	0	449
24.0	7.656142	418	0	414
25.0	7.695493	336	0	345
26.0	7.729872	318	0	316
27.0	7.759907	303	0	303
28.0	7.786146	275	0	270
29.0	7.80907	242	0	249
30.0	7.829098	234	0	233
31.0	7.846595	204	0	193
32.0	7.861881	198	0	194
33.0	7.875236	190	0	191
34.0	7.886903	162	0	167
35.0	7.897096	154	0	143
36.0	7.906001	140	0	142
37.0	7.913781	127	0	135
38.0	7.920577	130	0	109
39.0	7.926515	100	0	103
40.0	7.931703	108	0	106
41.0	7.936235	95	0	91
42.0	7.940195	92	0	94
43.0	7.943654	75	0	78
44.0	7.946676	80	0	84
45.0	7.949316	57	0	50
46.0	7.951623	63	0	63
47.0	7.953638	58	0	57
48.0	7.955399	56	0	56
49.0	7.956937	55	0	53
50.0	7.958281	43	0	46
51.0	7.959455	33	0	33
52.0	7.96048	37	0	33
53.0	7.961376	33	0	38
54.0	7.962159	39	0	34
55.0	7.962843	37	0	42
56.0	7.963441	42	0	31
57.0	7.963963	27	0	28
58.0	7.964419	20	0	27
59.0	7.964817	37	0	32
60.0	7.965165	29	0	27
61.0	7.965469	22	0	24
62.0	7.965735	30	0	34
63.0	7.965967	24	0	19
64.0	7.96617	19	0	17
65.0	7.966347	19	0	21
66.0	7.966502	20	0	13
67.0	7.966637	9	0	14
68.0	7.966755	11	0	12
69.0	7.966858	14	0	18
70.0	7.966948	13	0	10
71.0	7.967027	17	0	16
72.0	7.967096	15	0	13
73.0	7.967156	10	0	11
74.0	7.967209	12	0	9
75.0	7.967254	10	0	11
76.0	7.967295	13	0	13
77.0	7.96733	10	0	10
78.0	7.96736	10	0	8
79.0	7.967387	7	0	5
80.0	7.96741	6	0	10
81.0	7.967431	8	0	8
82.0	7.967448	8	0	12
83.0	7.967464	13	0	9
84.0	7.967478	7	0	7
85.0	7.96749	9	0	7
86.0	7.9675	4	0	4
87.0	7.967509	5	0	3
88.0	7.967517	3	0	5
89.0	7.967524	8	0	6
