## htsjdk.samtools.metrics.StringHeader
# MarkDuplicates INPUT=[../pre_dup_removal/merged/scca0507_merged.bam] OUTPUT=scca0507_merged_dedup.bam METRICS_FILE=scca0507_merged_metrics.txt    MAX_SEQUENCES_FOR_DISK_READ_ENDS_MAP=50000 MAX_FILE_HANDLES_FOR_READ_ENDS_MAP=8000 SORTING_COLLECTION_SIZE_RATIO=0.25 TAG_DUPLICATE_SET_MEMBERS=false REMOVE_SEQUENCING_DUPLICATES=false TAGGING_POLICY=DontTag CLEAR_DT=true DUPLEX_UMI=false ADD_PG_TAG_TO_READS=true REMOVE_DUPLICATES=false ASSUME_SORTED=false DUPLICATE_SCORING_STRATEGY=SUM_OF_BASE_QUALITIES PROGRAM_RECORD_ID=MarkDuplicates PROGRAM_GROUP_NAME=MarkDuplicates READ_NAME_REGEX=<optimized capture of last three ':' separated fields as numeric values> OPTICAL_DUPLICATE_PIXEL_DISTANCE=100 MAX_OPTICAL_DUPLICATE_SET_SIZE=300000 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json USE_JDK_DEFLATER=false USE_JDK_INFLATER=false
## htsjdk.samtools.metrics.StringHeader
# Started on: Fri Sep 09 12:58:04 EDT 2022

## METRICS CLASS	picard.sam.DuplicationMetrics
LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	SECONDARY_OR_SUPPLEMENTARY_RDS	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE
Unknown Library	39181392	92907264	4860739	19942115	8619667	5594610	481111	0.088041	804196766

## HISTOGRAM	java.lang.Double
BIN	CoverageMult	all_sets	optical_sets	non_optical_sets
1.0	1.00491	82780874	0	83209494
2.0	1.900181	4187342	473086	3802852
3.0	2.697773	243732	3883	203419
4.0	3.408345	32937	74	29742
5.0	4.04139	14235	8	13938
6.0	4.605367	9405	1	9326
7.0	5.107812	6872	0	6824
8.0	5.555437	5223	0	5200
9.0	5.954225	4120	0	4113
10.0	6.309504	3335	0	3299
11.0	6.62602	2674	0	2660
12.0	6.908002	2199	0	2200
13.0	7.159219	2005	0	1998
14.0	7.383027	1612	0	1592
15.0	7.582417	1424	0	1424
16.0	7.760053	1301	0	1300
17.0	7.918307	1158	0	1153
18.0	8.059296	949	0	927
19.0	8.184902	863	0	883
20.0	8.296803	790	0	781
21.0	8.396496	660	0	644
22.0	8.485312	606	0	608
23.0	8.564438	568	0	572
24.0	8.63493	560	0	542
25.0	8.697732	453	0	451
26.0	8.753682	442	0	445
27.0	8.803527	379	0	376
28.0	8.847934	369	0	369
29.0	8.887496	317	0	311
30.0	8.922742	280	0	286
31.0	8.954142	314	0	307
32.0	8.982116	246	0	250
33.0	9.007038	251	0	241
34.0	9.029241	246	0	259
35.0	9.049022	212	0	192
36.0	9.066644	174	0	174
37.0	9.082344	181	0	190
38.0	9.096331	170	0	169
39.0	9.108792	147	0	141
40.0	9.119893	142	0	136
41.0	9.129783	140	0	135
42.0	9.138594	109	0	124
43.0	9.146444	120	0	110
44.0	9.153437	105	0	108
45.0	9.159667	111	0	108
46.0	9.165218	95	0	99
47.0	9.170163	105	0	102
48.0	9.174568	86	0	86
49.0	9.178493	74	0	79
50.0	9.18199	88	0	81
51.0	9.185105	71	0	70
52.0	9.18788	67	0	65
53.0	9.190352	68	0	79
54.0	9.192555	78	0	69
55.0	9.194517	57	0	52
56.0	9.196265	67	0	67
57.0	9.197823	50	0	51
58.0	9.199211	66	0	59
59.0	9.200447	47	0	49
60.0	9.201548	51	0	52
61.0	9.202529	41	0	41
62.0	9.203403	42	0	46
63.0	9.204182	49	0	46
