## htsjdk.samtools.metrics.StringHeader
# MarkDuplicates INPUT=[../pre_dup_removal/merged/scca0549_merged.bam] OUTPUT=scca0549_merged_dedup.bam METRICS_FILE=scca0549_merged_metrics.txt    MAX_SEQUENCES_FOR_DISK_READ_ENDS_MAP=50000 MAX_FILE_HANDLES_FOR_READ_ENDS_MAP=8000 SORTING_COLLECTION_SIZE_RATIO=0.25 TAG_DUPLICATE_SET_MEMBERS=false REMOVE_SEQUENCING_DUPLICATES=false TAGGING_POLICY=DontTag CLEAR_DT=true DUPLEX_UMI=false ADD_PG_TAG_TO_READS=true REMOVE_DUPLICATES=false ASSUME_SORTED=false DUPLICATE_SCORING_STRATEGY=SUM_OF_BASE_QUALITIES PROGRAM_RECORD_ID=MarkDuplicates PROGRAM_GROUP_NAME=MarkDuplicates READ_NAME_REGEX=<optimized capture of last three ':' separated fields as numeric values> OPTICAL_DUPLICATE_PIXEL_DISTANCE=100 MAX_OPTICAL_DUPLICATE_SET_SIZE=300000 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json USE_JDK_DEFLATER=false USE_JDK_INFLATER=false
## htsjdk.samtools.metrics.StringHeader
# Started on: Fri Sep 09 12:58:04 EDT 2022

## METRICS CLASS	picard.sam.DuplicationMetrics
LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	SECONDARY_OR_SUPPLEMENTARY_RDS	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE
Unknown Library	30348231	77638966	5363009	14513027	6278323	6850916	804942	0.107637	462252629

## HISTOGRAM	java.lang.Double
BIN	CoverageMult	all_sets	optical_sets	non_optical_sets
1.0	1.009621	65126784	0	65773458
2.0	1.863145	5046280	770926	4529834
3.0	2.584704	490964	16308	379802
4.0	3.194703	62016	438	45790
5.0	3.71039	16174	19	14049
6.0	4.146346	8521	2	8225
7.0	4.514898	6017	0	5969
8.0	4.826469	4636	0	4602
9.0	5.089867	3610	0	3582
10.0	5.312542	2987	0	2924
11.0	5.500788	2403	0	2353
12.0	5.65993	2014	0	2025
13.0	5.794466	1660	0	1648
14.0	5.908202	1392	0	1380
15.0	6.004353	1258	0	1236
16.0	6.085638	1146	0	1138
17.0	6.154356	1013	0	991
18.0	6.212449	801	0	800
19.0	6.26156	780	0	784
20.0	6.303078	685	0	670
21.0	6.338177	593	0	576
22.0	6.36785	556	0	571
23.0	6.392934	515	0	500
24.0	6.414141	428	0	433
25.0	6.432068	421	0	392
26.0	6.447224	359	0	366
27.0	6.460037	336	0	320
28.0	6.470868	264	0	270
29.0	6.480025	257	0	257
30.0	6.487766	231	0	221
31.0	6.494311	203	0	191
32.0	6.499843	191	0	197
33.0	6.50452	183	0	188
34.0	6.508474	164	0	165
35.0	6.511817	168	0	165
36.0	6.514643	131	0	127
37.0	6.517032	138	0	127
38.0	6.519051	126	0	117
39.0	6.520759	99	0	103
40.0	6.522202	104	0	98
41.0	6.523422	97	0	101
42.0	6.524454	84	0	77
43.0	6.525326	68	0	69
44.0	6.526063	77	0	74
45.0	6.526686	76	0	74
46.0	6.527213	64	0	52
47.0	6.527659	57	0	57
48.0	6.528035	45	0	45
49.0	6.528353	42	0	45
50.0	6.528623	38	0	39
51.0	6.52885	33	0	29
52.0	6.529042	33	0	33
53.0	6.529205	41	0	40
54.0	6.529343	28	0	26
55.0	6.529459	31	0	32
56.0	6.529557	43	0	33
57.0	6.52964	16	0	22
58.0	6.52971	22	0	21
59.0	6.52977	26	0	28
60.0	6.52982	28	0	27
61.0	6.529862	17	0	21
62.0	6.529898	30	0	24
63.0	6.529928	24	0	25
