## htsjdk.samtools.metrics.StringHeader
# MarkDuplicates INPUT=[../pre_dup_removal/merged/SQT121_merged.bam] OUTPUT=SQT121_merged_dedup.bam METRICS_FILE=SQT121_merged_metrics.txt    MAX_SEQUENCES_FOR_DISK_READ_ENDS_MAP=50000 MAX_FILE_HANDLES_FOR_READ_ENDS_MAP=8000 SORTING_COLLECTION_SIZE_RATIO=0.25 TAG_DUPLICATE_SET_MEMBERS=false REMOVE_SEQUENCING_DUPLICATES=false TAGGING_POLICY=DontTag CLEAR_DT=true DUPLEX_UMI=false ADD_PG_TAG_TO_READS=true REMOVE_DUPLICATES=false ASSUME_SORTED=false DUPLICATE_SCORING_STRATEGY=SUM_OF_BASE_QUALITIES PROGRAM_RECORD_ID=MarkDuplicates PROGRAM_GROUP_NAME=MarkDuplicates READ_NAME_REGEX=<optimized capture of last three ':' separated fields as numeric values> OPTICAL_DUPLICATE_PIXEL_DISTANCE=100 MAX_OPTICAL_DUPLICATE_SET_SIZE=300000 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json USE_JDK_DEFLATER=false USE_JDK_INFLATER=false
## htsjdk.samtools.metrics.StringHeader
# Started on: Fri Sep 09 15:07:47 EDT 2022

## METRICS CLASS	picard.sam.DuplicationMetrics
LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	SECONDARY_OR_SUPPLEMENTARY_RDS	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE
Unknown Library	19437906	73600022	1856258	15352425	3642258	4135914	372758	0.071497	687840689

## HISTOGRAM	java.lang.Double
BIN	CoverageMult	all_sets	optical_sets	non_optical_sets
1.0	1.004823	65959737	0	66293522
2.0	1.907681	3254433	366928	2954415
3.0	2.71892	180891	2875	149821
4.0	3.447839	23481	24	21165
5.0	4.10279	10533	2	10358
6.0	4.691279	6816	0	6773
7.0	5.220051	5065	0	5051
8.0	5.695166	3678	0	3668
9.0	6.122068	2854	0	2822
10.0	6.505649	2334	0	2327
11.0	6.850307	1896	0	1879
12.0	7.15999	1530	0	1528
13.0	7.438248	1306	0	1294
14.0	7.688269	1076	0	1078
15.0	7.91292	961	0	956
16.0	8.114773	820	0	807
17.0	8.296144	716	0	719
18.0	8.45911	581	0	579
19.0	8.605538	551	0	542
20.0	8.737108	474	0	471
21.0	8.855327	395	0	398
22.0	8.961549	354	0	339
23.0	9.056992	324	0	324
24.0	9.14275	293	0	291
25.0	9.219806	241	0	236
26.0	9.289043	224	0	227
27.0	9.351253	214	0	215
28.0	9.407151	193	0	188
29.0	9.457377	160	0	166
30.0	9.502505	181	0	170
31.0	9.543055	120	0	123
32.0	9.579489	128	0	121
33.0	9.612227	107	0	111
34.0	9.641642	93	0	98
35.0	9.668072	99	0	87
36.0	9.691821	89	0	100
37.0	9.713159	109	0	105
38.0	9.732332	63	0	57
39.0	9.74956	66	0	60
40.0	9.765039	57	0	62
41.0	9.778948	53	0	53
42.0	9.791445	48	0	43
43.0	9.802674	58	0	62
44.0	9.812763	53	0	52
45.0	9.821829	36	0	40
46.0	9.829975	37	0	33
47.0	9.837294	33	0	31
48.0	9.843871	24	0	25
49.0	9.84978	18	0	20
50.0	9.855089	33	0	31
51.0	9.85986	20	0	15
52.0	9.864146	23	0	25
53.0	9.867998	31	0	34
54.0	9.871459	22	0	19
55.0	9.874568	19	0	21
56.0	9.877362	18	0	18
57.0	9.879873	28	0	24
58.0	9.882128	22	0	24
59.0	9.884155	16	0	16
60.0	9.885976	15	0	17
61.0	9.887613	17	0	15
62.0	9.889083	16	0	15
63.0	9.890404	10	0	9
64.0	9.891591	16	0	18
65.0	9.892658	8	0	7
66.0	9.893616	9	0	10
67.0	9.894477	9	0	9
68.0	9.895251	10	0	8
69.0	9.895946	11	0	13
70.0	9.896571	8	0	5
71.0	9.897132	10	0	11
72.0	9.897637	8	0	10
73.0	9.89809	10	0	11
74.0	9.898497	9	0	7
75.0	9.898863	4	0	4
76.0	9.899191	7	0	4
77.0	9.899487	3	0	4
78.0	9.899752	2	0	3
79.0	9.899991	3	0	1
80.0	9.900205	3	0	6
81.0	9.900397	2	0	0
82.0	9.90057	2	0	1
83.0	9.900726	1	0	2
84.0	9.900865	3	0	5
85.0	9.900991	5	0	4
86.0	9.901104	5	0	6
87.0	9.901205	5	0	2
88.0	9.901296	2	0	3
89.0	9.901378	2	0	2
90.0	9.901451	6	0	7
91.0	9.901517	3	0	4
92.0	9.901577	4	0	2
93.0	9.90163	2	0	2
94.0	9.901678	2	0	1
95.0	9.901721	0	0	3
96.0	9.90176	4	0	4
97.0	9.901794	4	0	1
98.0	9.901826	3	0	3
99.0	9.901854	0	0	0
100.0	9.901879	0	0	1
101.0	0	1	0	0
103.0	0	1	0	1
106.0	0	0	0	1
107.0	0	2	0	1
108.0	0	2	0	4
110.0	0	2	0	1
111.0	0	2	0	1
114.0	0	0	0	1
115.0	0	2	0	1
117.0	0	1	0	1
120.0	0	1	0	1
121.0	0	1	0	1
122.0	0	1	0	1
124.0	0	0	0	1
125.0	0	1	0	0
126.0	0	0	0	1
127.0	0	2	0	1
130.0	0	0	0	1
131.0	0	1	0	0
138.0	0	0	0	1
139.0	0	2	0	2
140.0	0	1	0	0
141.0	0	1	0	1
142.0	0	0	0	1
143.0	0	1	0	0
149.0	0	0	0	1
150.0	0	2	0	1
153.0	0	0	0	1
154.0	0	1	0	0
156.0	0	0	0	1
157.0	0	2	0	1

