## htsjdk.samtools.metrics.StringHeader
# MarkDuplicates INPUT=[../pre_dup_removal/merged/JPV009_merged.bam] OUTPUT=JPV009_merged_dedup.bam METRICS_FILE=JPV009_merged_metrics.txt    MAX_SEQUENCES_FOR_DISK_READ_ENDS_MAP=50000 MAX_FILE_HANDLES_FOR_READ_ENDS_MAP=8000 SORTING_COLLECTION_SIZE_RATIO=0.25 TAG_DUPLICATE_SET_MEMBERS=false REMOVE_SEQUENCING_DUPLICATES=false TAGGING_POLICY=DontTag CLEAR_DT=true DUPLEX_UMI=false ADD_PG_TAG_TO_READS=true REMOVE_DUPLICATES=false ASSUME_SORTED=false DUPLICATE_SCORING_STRATEGY=SUM_OF_BASE_QUALITIES PROGRAM_RECORD_ID=MarkDuplicates PROGRAM_GROUP_NAME=MarkDuplicates READ_NAME_REGEX=<optimized capture of last three ':' separated fields as numeric values> OPTICAL_DUPLICATE_PIXEL_DISTANCE=100 MAX_OPTICAL_DUPLICATE_SET_SIZE=300000 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json USE_JDK_DEFLATER=false USE_JDK_INFLATER=false
## htsjdk.samtools.metrics.StringHeader
# Started on: Fri Sep 09 12:58:04 EDT 2022

## METRICS CLASS	picard.sam.DuplicationMetrics
LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	SECONDARY_OR_SUPPLEMENTARY_RDS	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE
Unknown Library	22486193	80125959	1227640	16613579	4545748	4807703	456221	0.077494	702516826

## HISTOGRAM	java.lang.Double
BIN	CoverageMult	all_sets	optical_sets	non_optical_sets
1.0	1.005406	71259884	0	71665452
2.0	1.902438	3761402	448425	3399635
3.0	2.702777	219563	3817	179330
4.0	3.416846	27129	54	24063
5.0	4.053945	11258	0	10991
6.0	4.62237	7267	0	7221
7.0	5.129523	5266	0	5223
8.0	5.58201	4026	0	4042
9.0	5.985722	3157	0	3128
10.0	6.345917	2560	0	2544
11.0	6.667286	2060	0	2045
12.0	6.954015	1737	0	1723
13.0	7.209836	1438	0	1468
14.0	7.438082	1292	0	1248
15.0	7.641725	1091	0	1088
16.0	7.823418	895	0	905
17.0	7.985525	843	0	835
18.0	8.130158	685	0	672
19.0	8.259201	638	0	640
20.0	8.374335	530	0	521
21.0	8.477057	470	0	470
22.0	8.568708	456	0	444
23.0	8.650479	374	0	384
24.0	8.723436	364	0	346
25.0	8.788528	307	0	306
26.0	8.846605	293	0	305
27.0	8.898421	233	0	230
28.0	8.944652	229	0	218
29.0	8.985899	223	0	237
30.0	9.022701	173	0	160
31.0	9.055535	159	0	149
32.0	9.08483	139	0	141
33.0	9.110968	136	0	140
34.0	9.134288	125	0	119
35.0	9.155094	119	0	114
36.0	9.173658	104	0	108
37.0	9.19022	112	0	107
38.0	9.204998	91	0	95
39.0	9.218182	84	0	90
40.0	9.229945	80	0	77
41.0	9.24044	82	0	73
42.0	9.249804	80	0	78
43.0	9.258159	63	0	67
44.0	9.265613	60	0	62
45.0	9.272264	50	0	52
46.0	9.278197	51	0	43
47.0	9.283491	52	0	51
48.0	9.288215	36	0	39
49.0	9.292429	40	0	38
50.0	9.296189	39	0	40
51.0	9.299544	45	0	40
52.0	9.302537	37	0	39
53.0	9.305207	29	0	31
54.0	9.30759	31	0	35
55.0	9.309716	31	0	21
56.0	9.311612	15	0	17
57.0	9.313305	24	0	25
58.0	9.314814	19	0	17
59.0	9.316162	22	0	25
60.0	9.317363	21	0	24
61.0	9.318436	23	0	19
62.0	9.319392	18	0	20
63.0	9.320246	19	0	18
64.0	9.321008	22	0	18
65.0	9.321687	16	0	17
66.0	9.322293	16	0	15
67.0	9.322834	21	0	21
68.0	9.323317	14	0	15
69.0	9.323747	15	0	14
70.0	9.324132	14	0	15
71.0	9.324474	14	0	10
72.0	9.32478	9	0	11
73.0	9.325053	11	0	15
74.0	9.325296	11	0	8
75.0	9.325514	12	0	10
76.0	9.325707	8	0	8
77.0	9.32588	3	0	5
78.0	9.326035	12	0	10
79.0	9.326172	7	0	9
80.0	9.326295	12	0	10
