## htsjdk.samtools.metrics.StringHeader
# MarkDuplicates INPUT=[../pre_dup_removal/merged/SCCA1034_merged.bam] OUTPUT=SCCA1034_merged_dedup.bam METRICS_FILE=SCCA1034_merged_metrics.txt    MAX_SEQUENCES_FOR_DISK_READ_ENDS_MAP=50000 MAX_FILE_HANDLES_FOR_READ_ENDS_MAP=8000 SORTING_COLLECTION_SIZE_RATIO=0.25 TAG_DUPLICATE_SET_MEMBERS=false REMOVE_SEQUENCING_DUPLICATES=false TAGGING_POLICY=DontTag CLEAR_DT=true DUPLEX_UMI=false ADD_PG_TAG_TO_READS=true REMOVE_DUPLICATES=false ASSUME_SORTED=false DUPLICATE_SCORING_STRATEGY=SUM_OF_BASE_QUALITIES PROGRAM_RECORD_ID=MarkDuplicates PROGRAM_GROUP_NAME=MarkDuplicates READ_NAME_REGEX=<optimized capture of last three ':' separated fields as numeric values> OPTICAL_DUPLICATE_PIXEL_DISTANCE=100 MAX_OPTICAL_DUPLICATE_SET_SIZE=300000 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json USE_JDK_DEFLATER=false USE_JDK_INFLATER=false
## htsjdk.samtools.metrics.StringHeader
# Started on: Fri Sep 02 11:26:14 EDT 2022

## METRICS CLASS	picard.sam.DuplicationMetrics
LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	SECONDARY_OR_SUPPLEMENTARY_RDS	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE
Unknown Library	13268411	86504479	1559341	11177449	2648690	4737951	399580	0.065089	825525011

## HISTOGRAM	java.lang.Double
BIN	CoverageMult	all_sets	optical_sets	non_optical_sets
1.0	1.004402	77710507	0	78074888
2.0	1.908882	3801081	394496	3467439
3.0	2.72338	177994	2495	149118
4.0	3.45685	23873	30	22335
5.0	4.117351	11802	1	11692
6.0	4.712142	8109	0	8077
7.0	5.247762	5814	0	5774
8.0	5.730096	4488	0	4487
9.0	6.164445	3463	0	3433
10.0	6.555584	2788	0	2804
11.0	6.907811	2287	0	2265
12.0	7.224996	1881	0	1869
13.0	7.510627	1573	0	1570
14.0	7.767843	1373	0	1350
15.0	7.999469	1088	0	1081
16.0	8.208053	927	0	919
17.0	8.395885	860	0	877
18.0	8.565032	770	0	742
19.0	8.717351	663	0	668
20.0	8.854516	500	0	504
21.0	8.978036	491	0	474
22.0	9.089268	388	0	394
23.0	9.189434	391	0	383
24.0	9.279635	308	0	313
25.0	9.360863	296	0	295
26.0	9.434009	257	0	256
27.0	9.499879	236	0	229
28.0	9.559196	198	0	192
29.0	9.612612	181	0	182
30.0	9.660713	164	0	162
31.0	9.70403	134	0	137
32.0	9.743037	143	0	136
33.0	9.778163	110	0	104
34.0	9.809795	92	0	102
35.0	9.83828	90	0	85
36.0	9.863932	101	0	99
37.0	9.887031	90	0	88
38.0	9.907832	79	0	80
39.0	9.926564	70	0	67
40.0	9.943433	56	0	59
41.0	9.958623	58	0	58
42.0	9.972302	53	0	50
43.0	9.984621	57	0	57
44.0	9.995713	44	0	41
45.0	10.005703	51	0	52
46.0	10.014698	34	0	37
47.0	10.022799	44	0	38
48.0	10.030093	28	0	28
49.0	10.036662	29	0	30
50.0	10.042578	31	0	35
51.0	10.047905	23	0	21
52.0	10.052702	21	0	18
53.0	10.057022	19	0	23
54.0	10.060912	18	0	16
55.0	10.064415	25	0	24
56.0	10.067569	21	0	23
57.0	10.07041	25	0	25
58.0	10.072968	17	0	12
59.0	10.075272	14	0	17
60.0	10.077346	16	0	13
61.0	10.079214	15	0	17
62.0	10.080897	15	0	12
63.0	10.082412	9	0	8
64.0	10.083776	5	0	5
65.0	10.085004	12	0	13
66.0	10.08611	9	0	9
67.0	10.087107	6	0	5
68.0	10.088004	5	0	7
69.0	10.088812	7	0	6
70.0	10.089539	7	0	5
71.0	10.090194	2	0	3
72.0	10.090784	2	0	3
73.0	10.091315	4	0	5
74.0	10.091794	6	0	4
75.0	10.092225	3	0	5
76.0	10.092612	9	0	8
77.0	10.092962	5	0	5
78.0	10.093276	5	0	4
79.0	10.09356	2	0	2
80.0	10.093815	3	0	3
81.0	10.094045	0	0	0
82.0	10.094251	4	0	3
83.0	10.094438	0	0	1
84.0	10.094605	1	0	1
85.0	10.094757	2	0	3
86.0	10.094893	2	0	0
87.0	10.095015	2	0	3
88.0	10.095125	1	0	1
89.0	10.095225	4	0	3
90.0	10.095314	1	0	1
91.0	10.095395	1	0	2
92.0	10.095467	1	0	1
93.0	10.095533	3	0	2
94.0	10.095592	0	0	1
95.0	10.095645	4	0	6
96.0	10.095692	3	0	4
97.0	10.095735	3	0	0
98.0	10.095774	1	0	1
99.0	10.095809	1	0	0
100.0	10.09584	1	0	1
102.0	0	1	0	1
104.0	0	2	0	2
106.0	0	1	0	2
107.0	0	2	0	1
109.0	0	1	0	2
110.0	0	2	0	1
111.0	0	2	0	2
112.0	0	1	0	1
120.0	0	0	0	1
121.0	0	1	0	0
122.0	0	0	0	1
123.0	0	2	0	1
135.0	0	1	0	1
142.0	0	1	0	1
152.0	0	1	0	1

