## htsjdk.samtools.metrics.StringHeader
# MarkDuplicates INPUT=[../pre_dup_removal/merged/scca0548_merged.bam] OUTPUT=scca0548_merged_dedup.bam METRICS_FILE=scca0548_merged_metrics.txt    MAX_SEQUENCES_FOR_DISK_READ_ENDS_MAP=50000 MAX_FILE_HANDLES_FOR_READ_ENDS_MAP=8000 SORTING_COLLECTION_SIZE_RATIO=0.25 TAG_DUPLICATE_SET_MEMBERS=false REMOVE_SEQUENCING_DUPLICATES=false TAGGING_POLICY=DontTag CLEAR_DT=true DUPLEX_UMI=false ADD_PG_TAG_TO_READS=true REMOVE_DUPLICATES=false ASSUME_SORTED=false DUPLICATE_SCORING_STRATEGY=SUM_OF_BASE_QUALITIES PROGRAM_RECORD_ID=MarkDuplicates PROGRAM_GROUP_NAME=MarkDuplicates READ_NAME_REGEX=<optimized capture of last three ':' separated fields as numeric values> OPTICAL_DUPLICATE_PIXEL_DISTANCE=100 MAX_OPTICAL_DUPLICATE_SET_SIZE=300000 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json USE_JDK_DEFLATER=false USE_JDK_INFLATER=false
## htsjdk.samtools.metrics.StringHeader
# Started on: Fri Sep 09 12:58:04 EDT 2022

## METRICS CLASS	picard.sam.DuplicationMetrics
LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	SECONDARY_OR_SUPPLEMENTARY_RDS	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE
Unknown Library	33730281	89530848	2166376	16567054	7092915	7507434	948320	0.103894	568257909

## HISTOGRAM	java.lang.Double
BIN	CoverageMult	all_sets	optical_sets	non_optical_sets
1.0	1.009885	75717799	0	76483925
2.0	1.87256	5637999	906768	5022342
3.0	2.609484	535989	19854	408025
4.0	3.238987	68584	589	49470
5.0	3.776729	17105	18	14494
6.0	4.236085	8994	1	8693
7.0	4.628481	6397	0	6306
8.0	4.963678	4904	0	4833
9.0	5.250014	3768	0	3700
10.0	5.494611	2982	0	2988
11.0	5.703554	2521	0	2502
12.0	5.882039	2090	0	2059
13.0	6.034507	1760	0	1771
14.0	6.16475	1483	0	1439
15.0	6.276007	1277	0	1253
16.0	6.371047	1089	0	1081
17.0	6.452232	918	0	942
18.0	6.521584	881	0	840
19.0	6.580826	726	0	735
20.0	6.631433	640	0	625
21.0	6.674662	551	0	537
22.0	6.71159	469	0	465
23.0	6.743136	426	0	414
24.0	6.770083	390	0	397
25.0	6.793101	364	0	367
26.0	6.812765	303	0	278
27.0	6.829562	264	0	265
28.0	6.843911	254	0	253
29.0	6.856168	218	0	214
30.0	6.866638	201	0	194
31.0	6.875582	173	0	158
32.0	6.883222	167	0	164
33.0	6.889749	120	0	123
34.0	6.895324	152	0	139
35.0	6.900087	100	0	100
36.0	6.904155	92	0	104
37.0	6.90763	93	0	78
38.0	6.910599	78	0	75
39.0	6.913135	68	0	69
40.0	6.915301	76	0	69
41.0	6.917152	56	0	63
42.0	6.918733	57	0	60
43.0	6.920083	72	0	69
44.0	6.921237	57	0	57
45.0	6.922222	66	0	56
46.0	6.923064	32	0	32
47.0	6.923783	35	0	32
48.0	6.924397	30	0	40
49.0	6.924922	43	0	36
50.0	6.92537	32	0	33
51.0	6.925753	30	0	25
52.0	6.92608	38	0	34
53.0	6.926359	27	0	29
54.0	6.926598	26	0	25
55.0	6.926802	20	0	17
56.0	6.926976	18	0	16
57.0	6.927125	14	0	22
58.0	6.927252	20	0	21
59.0	6.92736	17	0	19
60.0	6.927453	24	0	16
61.0	6.927532	10	0	6
62.0	6.9276	14	0	18
63.0	6.927658	10	0	15
64.0	6.927707	17	0	9
