## htsjdk.samtools.metrics.StringHeader
# MarkDuplicates INPUT=[../pre_dup_removal/merged/SQT096_merged.bam] OUTPUT=SQT096_merged_dedup.bam METRICS_FILE=SQT096_merged_metrics.txt    MAX_SEQUENCES_FOR_DISK_READ_ENDS_MAP=50000 MAX_FILE_HANDLES_FOR_READ_ENDS_MAP=8000 SORTING_COLLECTION_SIZE_RATIO=0.25 TAG_DUPLICATE_SET_MEMBERS=false REMOVE_SEQUENCING_DUPLICATES=false TAGGING_POLICY=DontTag CLEAR_DT=true DUPLEX_UMI=false ADD_PG_TAG_TO_READS=true REMOVE_DUPLICATES=false ASSUME_SORTED=false DUPLICATE_SCORING_STRATEGY=SUM_OF_BASE_QUALITIES PROGRAM_RECORD_ID=MarkDuplicates PROGRAM_GROUP_NAME=MarkDuplicates READ_NAME_REGEX=<optimized capture of last three ':' separated fields as numeric values> OPTICAL_DUPLICATE_PIXEL_DISTANCE=100 MAX_OPTICAL_DUPLICATE_SET_SIZE=300000 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json USE_JDK_DEFLATER=false USE_JDK_INFLATER=false
## htsjdk.samtools.metrics.StringHeader
# Started on: Fri Sep 09 15:04:46 EDT 2022

## METRICS CLASS	picard.sam.DuplicationMetrics
LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	SECONDARY_OR_SUPPLEMENTARY_RDS	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE
Unknown Library	19211921	87312563	1201033	18537085	4125809	5927363	587379	0.082443	675024485

## HISTOGRAM	java.lang.Double
BIN	CoverageMult	all_sets	optical_sets	non_optical_sets
1.0	1.006344	76376972	0	76892970
2.0	1.890588	4621733	576122	4166930
3.0	2.667545	293315	5504	237584
4.0	3.350233	34242	72	29514
5.0	3.950089	13234	7	12895
6.0	4.477165	8669	1	8564
7.0	4.940289	6044	0	5979
8.0	5.347222	4645	0	4625
9.0	5.704782	3733	0	3699
10.0	6.018958	2975	0	2971
11.0	6.295015	2473	0	2464
12.0	6.537577	2022	0	2000
13.0	6.75071	1727	0	1725
14.0	6.937982	1416	0	1398
15.0	7.102533	1224	0	1199
16.0	7.247118	1070	0	1073
17.0	7.374161	969	0	976
18.0	7.485789	876	0	871
19.0	7.583874	701	0	695
20.0	7.670058	624	0	602
21.0	7.745785	568	0	570
22.0	7.812324	524	0	518
23.0	7.870789	458	0	448
24.0	7.922161	395	0	393
25.0	7.9673	358	0	353
26.0	8.006962	323	0	320
27.0	8.041812	293	0	293
28.0	8.072434	294	0	292
29.0	8.09934	242	0	238
30.0	8.122982	206	0	204
31.0	8.143755	203	0	206
32.0	8.162008	203	0	197
33.0	8.178046	168	0	166
34.0	8.192138	172	0	164
35.0	8.20452	151	0	160
36.0	8.2154	127	0	129
37.0	8.22496	122	0	118
38.0	8.23336	104	0	99
39.0	8.240741	99	0	97
40.0	8.247226	83	0	77
41.0	8.252925	78	0	82
42.0	8.257932	79	0	80
43.0	8.262331	78	0	80
44.0	8.266197	82	0	76
45.0	8.269594	74	0	73
46.0	8.272578	60	0	57
47.0	8.275201	57	0	55
48.0	8.277505	46	0	47
49.0	8.27953	44	0	47
50.0	8.281309	53	0	54
51.0	8.282872	42	0	43
52.0	8.284245	39	0	34
53.0	8.285452	42	0	36
54.0	8.286513	30	0	33
55.0	8.287444	24	0	24
56.0	8.288263	31	0	34
57.0	8.288982	29	0	23
58.0	8.289615	28	0	24
59.0	8.29017	25	0	34
60.0	8.290658	23	0	21
61.0	8.291087	21	0	24
62.0	8.291464	17	0	10
63.0	8.291795	26	0	20
64.0	8.292086	9	0	18
65.0	8.292341	20	0	14
66.0	8.292566	16	0	17
67.0	8.292763	16	0	21
68.0	8.292936	11	0	8
69.0	8.293089	17	0	12
70.0	8.293223	5	0	13
71.0	8.29334	14	0	10
72.0	8.293444	14	0	16
73.0	8.293534	14	0	11
74.0	8.293614	11	0	16
75.0	8.293684	12	0	7
76.0	8.293746	7	0	6
77.0	8.2938	14	0	15
78.0	8.293848	9	0	9
79.0	8.293889	12	0	10
80.0	8.293926	7	0	9
81.0	8.293958	10	0	12
82.0	8.293987	11	0	9
83.0	8.294012	8	0	5
84.0	8.294034	6	0	6
85.0	8.294053	6	0	8
86.0	8.29407	7	0	6
87.0	8.294085	10	0	8
88.0	8.294098	1	0	4
89.0	8.294109	9	0	9
90.0	8.294119	5	0	7
91.0	8.294128	8	0	8
92.0	8.294136	10	0	4
93.0	8.294143	7	0	10
94.0	8.294149	2	0	3
95.0	8.294154	6	0	3
96.0	8.294159	5	0	5
97.0	8.294163	2	0	2
98.0	8.294166	5	0	5
99.0	8.294169	4	0	3
100.0	8.294172	1	0	2
101.0	0	4	0	4
102.0	0	1	0	2
103.0	0	4	0	3
104.0	0	2	0	0
105.0	0	0	0	1
106.0	0	2	0	2
107.0	0	2	0	1
108.0	0	0	0	3
109.0	0	2	0	2
110.0	0	6	0	5
111.0	0	4	0	3
112.0	0	0	0	1
113.0	0	3	0	2
114.0	0	1	0	2
115.0	0	4	0	3
116.0	0	0	0	1
117.0	0	3	0	2
118.0	0	2	0	1
120.0	0	0	0	2
121.0	0	5	0	4
122.0	0	2	0	1
124.0	0	2	0	2
126.0	0	1	0	2
127.0	0	2	0	1
128.0	0	1	0	1
130.0	0	0	0	1
131.0	0	2	0	2
132.0	0	2	0	1
134.0	0	1	0	2
136.0	0	1	0	0
137.0	0	0	0	2
138.0	0	2	0	1
139.0	0	2	0	1
142.0	0	0	0	1
144.0	0	1	0	0
145.0	0	0	0	1
146.0	0	1	0	0
147.0	0	0	0	1
148.0	0	1	0	0
149.0	0	0	0	1
150.0	0	1	0	2
151.0	0	2	0	0
152.0	0	1	0	1
154.0	0	0	0	1
155.0	0	1	0	1
157.0	0	2	0	1
164.0	0	0	0	2
165.0	0	1	0	0
167.0	0	1	0	2
168.0	0	2	0	0
169.0	0	1	0	1
175.0	0	0	0	1
176.0	0	1	0	0
180.0	0	0	0	1
181.0	0	1	0	0
182.0	0	1	0	1
195.0	0	0	0	1
196.0	0	1	0	0
201.0	0	1	0	1
302.0	0	0	0	1
305.0	0	1	0	0

