## htsjdk.samtools.metrics.StringHeader
# MarkDuplicates INPUT=[../pre_dup_removal/merged/SCCA1040_merged.bam] OUTPUT=SCCA1040_merged_dedup.bam METRICS_FILE=SCCA1040_merged_metrics.txt    MAX_SEQUENCES_FOR_DISK_READ_ENDS_MAP=50000 MAX_FILE_HANDLES_FOR_READ_ENDS_MAP=8000 SORTING_COLLECTION_SIZE_RATIO=0.25 TAG_DUPLICATE_SET_MEMBERS=false REMOVE_SEQUENCING_DUPLICATES=false TAGGING_POLICY=DontTag CLEAR_DT=true DUPLEX_UMI=false ADD_PG_TAG_TO_READS=true REMOVE_DUPLICATES=false ASSUME_SORTED=false DUPLICATE_SCORING_STRATEGY=SUM_OF_BASE_QUALITIES PROGRAM_RECORD_ID=MarkDuplicates PROGRAM_GROUP_NAME=MarkDuplicates READ_NAME_REGEX=<optimized capture of last three ':' separated fields as numeric values> OPTICAL_DUPLICATE_PIXEL_DISTANCE=100 MAX_OPTICAL_DUPLICATE_SET_SIZE=300000 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json USE_JDK_DEFLATER=false USE_JDK_INFLATER=false
## htsjdk.samtools.metrics.StringHeader
# Started on: Fri Sep 02 11:26:14 EDT 2022

## METRICS CLASS	picard.sam.DuplicationMetrics
LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	SECONDARY_OR_SUPPLEMENTARY_RDS	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE
Unknown Library	12887691	82433449	1732150	11574229	2524303	3946706	317693	0.058607	901461697

## HISTOGRAM	java.lang.Double
BIN	CoverageMult	all_sets	optical_sets	non_optical_sets
1.0	1.003695	75157960	0	75450819
2.0	1.919679	3117485	314097	2846104
3.0	2.755617	137446	1774	117232
4.0	3.518504	22037	16	21026
5.0	4.214725	11681	0	11619
6.0	4.850104	8066	0	8038
7.0	5.429959	5742	0	5696
8.0	5.959142	4319	0	4318
9.0	6.44208	3438	0	3429
10.0	6.882816	2694	0	2689
11.0	7.285037	2263	0	2245
12.0	7.652108	1883	0	1864
13.0	7.987102	1579	0	1569
14.0	8.292822	1335	0	1350
15.0	8.571825	1046	0	1034
16.0	8.826447	924	0	907
17.0	9.058818	782	0	779
18.0	9.270883	638	0	636
19.0	9.464416	548	0	542
20.0	9.641037	503	0	507
21.0	9.802223	450	0	453
22.0	9.949323	393	0	388
23.0	10.083568	355	0	349
24.0	10.206083	306	0	311
25.0	10.31789	260	0	256
26.0	10.419928	249	0	245
27.0	10.513048	241	0	245
28.0	10.598031	213	0	210
29.0	10.675587	182	0	176
30.0	10.746366	130	0	128
31.0	10.81096	123	0	121
32.0	10.869909	102	0	103
33.0	10.923707	124	0	120
34.0	10.972803	114	0	111
35.0	11.017609	85	0	90
36.0	11.058499	79	0	82
37.0	11.095816	73	0	66
38.0	11.129872	78	0	77
39.0	11.160952	55	0	57
40.0	11.189316	48	0	53
41.0	11.215202	59	0	52
42.0	11.238825	38	0	38
43.0	11.260384	46	0	39
44.0	11.280059	29	0	34
45.0	11.298014	46	0	44
46.0	11.314401	28	0	27
47.0	11.329355	21	0	25
48.0	11.343003	40	0	45
49.0	11.355458	32	0	27
50.0	11.366824	30	0	25
51.0	11.377197	27	0	27
52.0	11.386664	20	0	27
53.0	11.395304	30	0	27
54.0	11.403188	14	0	11
55.0	11.410384	16	0	16
56.0	11.41695	12	0	11
57.0	11.422943	6	0	6
58.0	11.428412	19	0	21
59.0	11.433404	15	0	19
60.0	11.437959	14	0	8
61.0	11.442116	13	0	14
62.0	11.445909	8	0	6
63.0	11.449372	11	0	12
64.0	11.452531	8	0	7
65.0	11.455415	13	0	15
66.0	11.458046	7	0	7
67.0	11.460448	11	0	8
68.0	11.46264	3	0	3
69.0	11.46464	7	0	7
70.0	11.466465	1	0	3
71.0	11.468131	6	0	6
72.0	11.469651	5	0	6
73.0	11.471039	8	0	6
74.0	11.472305	3	0	3
75.0	11.473461	4	0	3
76.0	11.474515	1	0	1
77.0	11.475477	3	0	4
78.0	11.476356	3	0	4
79.0	11.477157	4	0	3
80.0	11.477889	2	0	2
81.0	11.478556	4	0	3
82.0	11.479166	2	0	3
83.0	11.479722	2	0	2
84.0	11.480229	1	0	0
85.0	11.480692	0	0	1
86.0	11.481115	2	0	3
87.0	11.4815	1	0	2
88.0	11.481852	2	0	3
89.0	11.482174	6	0	3
90.0	11.482467	3	0	2
91.0	11.482734	0	0	0
92.0	11.482978	1	0	1
93.0	11.483201	0	0	0
94.0	11.483405	0	0	0
95.0	11.48359	2	0	3
96.0	11.48376	1	0	1
97.0	11.483914	1	0	0
98.0	11.484055	2	0	2
99.0	11.484184	0	0	1
100.0	11.484301	3	0	2
103.0	0	1	0	1
106.0	0	1	0	2
107.0	0	2	0	2
108.0	0	1	0	0
109.0	0	1	0	2
110.0	0	1	0	0
112.0	0	1	0	2
113.0	0	1	0	0
117.0	0	1	0	1
120.0	0	0	0	1
121.0	0	1	0	1
122.0	0	1	0	0
123.0	0	1	0	1
124.0	0	1	0	1
127.0	0	0	0	1
128.0	0	1	0	0
132.0	0	0	0	1
133.0	0	0	0	1
134.0	0	2	0	0
136.0	0	1	0	1

