## htsjdk.samtools.metrics.StringHeader
# MarkDuplicates INPUT=[../pre_dup_removal/merged/scca1039_merged.bam] OUTPUT=scca1039_merged_dedup.bam METRICS_FILE=scca1039_merged_metrics.txt    MAX_SEQUENCES_FOR_DISK_READ_ENDS_MAP=50000 MAX_FILE_HANDLES_FOR_READ_ENDS_MAP=8000 SORTING_COLLECTION_SIZE_RATIO=0.25 TAG_DUPLICATE_SET_MEMBERS=false REMOVE_SEQUENCING_DUPLICATES=false TAGGING_POLICY=DontTag CLEAR_DT=true DUPLEX_UMI=false ADD_PG_TAG_TO_READS=true REMOVE_DUPLICATES=false ASSUME_SORTED=false DUPLICATE_SCORING_STRATEGY=SUM_OF_BASE_QUALITIES PROGRAM_RECORD_ID=MarkDuplicates PROGRAM_GROUP_NAME=MarkDuplicates READ_NAME_REGEX=<optimized capture of last three ':' separated fields as numeric values> OPTICAL_DUPLICATE_PIXEL_DISTANCE=100 MAX_OPTICAL_DUPLICATE_SET_SIZE=300000 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json USE_JDK_DEFLATER=false USE_JDK_INFLATER=false
## htsjdk.samtools.metrics.StringHeader
# Started on: Fri Sep 09 13:58:22 EDT 2022

## METRICS CLASS	picard.sam.DuplicationMetrics
LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	SECONDARY_OR_SUPPLEMENTARY_RDS	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE
Unknown Library	19483194	83493765	1302616	16218192	3839180	4622929	441646	0.070172	796902328

## HISTOGRAM	java.lang.Double
BIN	CoverageMult	all_sets	optical_sets	non_optical_sets
1.0	1.005044	74878532	0	75274230
2.0	1.910115	3720115	434568	3364561
3.0	2.725158	203200	3482	166267
4.0	3.459128	24249	38	21502
5.0	4.120089	10386	0	10149
6.0	4.715304	6943	0	6903
7.0	5.251312	4972	0	4935
8.0	5.734003	3724	0	3718
9.0	6.16868	2907	0	2886
10.0	6.560119	2340	0	2301
11.0	6.912622	1881	0	1893
12.0	7.23006	1532	0	1511
13.0	7.515923	1250	0	1257
14.0	7.773351	1068	0	1058
15.0	8.005172	917	0	905
16.0	8.213934	795	0	798
17.0	8.40193	667	0	648
18.0	8.571225	575	0	581
19.0	8.723681	508	0	489
20.0	8.860972	465	0	465
21.0	8.984606	388	0	399
22.0	9.095943	323	0	314
23.0	9.196204	279	0	286
24.0	9.286493	262	0	249
25.0	9.3678	247	0	235
26.0	9.44102	186	0	198
27.0	9.506956	177	0	173
28.0	9.566334	162	0	159
29.0	9.619805	152	0	153
30.0	9.667958	143	0	151
31.0	9.71132	122	0	111
32.0	9.75037	121	0	119
33.0	9.785535	104	0	102
34.0	9.817202	88	0	86
35.0	9.845719	75	0	74
36.0	9.8714	56	0	59
37.0	9.894526	60	0	66
38.0	9.915352	66	0	59
39.0	9.934106	65	0	67
40.0	9.950995	52	0	51
41.0	9.966203	43	0	38
42.0	9.979899	47	0	50
43.0	9.992233	46	0	44
44.0	10.00334	38	0	38
45.0	10.013342	26	0	24
46.0	10.022349	27	0	28
47.0	10.03046	35	0	32
48.0	10.037764	33	0	31
49.0	10.044342	23	0	25
50.0	10.050265	22	0	21
51.0	10.055599	29	0	30
52.0	10.060403	18	0	19
53.0	10.064729	22	0	22
54.0	10.068624	28	0	26
55.0	10.072132	18	0	16
56.0	10.075291	10	0	10
57.0	10.078136	9	0	9
58.0	10.080698	10	0	8
59.0	10.083005	10	0	10
60.0	10.085083	5	0	7
61.0	10.086953	10	0	9
62.0	10.088638	9	0	10
63.0	10.090155	5	0	4
64.0	10.091522	12	0	14
65.0	10.092752	13	0	15
66.0	10.09386	7	0	4
67.0	10.094858	10	0	9
68.0	10.095756	4	0	4
69.0	10.096566	6	0	8
70.0	10.097294	4	0	4
71.0	10.09795	7	0	3
72.0	10.098541	2	0	3
73.0	10.099073	4	0	4
74.0	10.099553	5	0	4
75.0	10.099984	4	0	5
76.0	10.100373	7	0	9
77.0	10.100723	5	0	2
78.0	10.101038	1	0	1
79.0	10.101322	2	0	2
80.0	10.101577	3	0	6
81.0	10.101807	4	0	1
82.0	10.102015	7	0	9
83.0	10.102201	1	0	1
84.0	10.102369	4	0	2
85.0	10.102521	2	0	3
86.0	10.102657	1	0	0
87.0	10.10278	3	0	6
88.0	10.10289	5	0	3
89.0	10.10299	2	0	2
90.0	10.103079	2	0	1
91.0	10.10316	2	0	3
92.0	10.103233	2	0	2
93.0	10.103298	0	0	0
94.0	10.103357	1	0	1
95.0	10.10341	2	0	1
96.0	10.103458	0	0	0
97.0	10.103501	0	0	1
98.0	10.10354	3	0	3
99.0	10.103575	3	0	2
100.0	10.103606	0	0	0
101.0	0	0	0	1
102.0	0	0	0	4
103.0	0	4	0	0
104.0	0	1	0	0
106.0	0	1	0	1
107.0	0	0	0	2
108.0	0	2	0	0
113.0	0	0	0	1
114.0	0	2	0	1
116.0	0	1	0	1
118.0	0	1	0	1
119.0	0	1	0	1
120.0	0	1	0	1
132.0	0	2	0	2
153.0	0	1	0	1
154.0	0	0	0	1
155.0	0	1	0	0
167.0	0	1	0	1

