## htsjdk.samtools.metrics.StringHeader
# MarkDuplicates INPUT=[../pre_dup_removal/merged/scca0509_merged.bam] OUTPUT=scca0509_merged_dedup.bam METRICS_FILE=scca0509_merged_metrics.txt    MAX_SEQUENCES_FOR_DISK_READ_ENDS_MAP=50000 MAX_FILE_HANDLES_FOR_READ_ENDS_MAP=8000 SORTING_COLLECTION_SIZE_RATIO=0.25 TAG_DUPLICATE_SET_MEMBERS=false REMOVE_SEQUENCING_DUPLICATES=false TAGGING_POLICY=DontTag CLEAR_DT=true DUPLEX_UMI=false ADD_PG_TAG_TO_READS=true REMOVE_DUPLICATES=false ASSUME_SORTED=false DUPLICATE_SCORING_STRATEGY=SUM_OF_BASE_QUALITIES PROGRAM_RECORD_ID=MarkDuplicates PROGRAM_GROUP_NAME=MarkDuplicates READ_NAME_REGEX=<optimized capture of last three ':' separated fields as numeric values> OPTICAL_DUPLICATE_PIXEL_DISTANCE=100 MAX_OPTICAL_DUPLICATE_SET_SIZE=300000 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json USE_JDK_DEFLATER=false USE_JDK_INFLATER=false
## htsjdk.samtools.metrics.StringHeader
# Started on: Fri Sep 09 12:58:04 EDT 2022

## METRICS CLASS	picard.sam.DuplicationMetrics
LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	SECONDARY_OR_SUPPLEMENTARY_RDS	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE
Unknown Library	34740923	93309826	2639182	20604603	7258039	5726980	534689	0.084532	797624202

## HISTOGRAM	java.lang.Double
BIN	CoverageMult	all_sets	optical_sets	non_optical_sets
1.0	1.005433	82865191	0	83340307
2.0	1.899865	4360106	525430	3935743
3.0	2.69555	256651	4523	210081
4.0	3.403391	33182	71	29603
5.0	4.033085	14115	0	13843
6.0	4.593261	9682	0	9640
7.0	5.091592	6871	0	6801
8.0	5.534907	5311	0	5303
9.0	5.929279	4248	0	4215
10.0	6.280113	3362	0	3356
11.0	6.592213	2911	0	2896
12.0	6.869858	2274	0	2238
13.0	7.11685	1978	0	1987
14.0	7.336574	1780	0	1771
15.0	7.53204	1479	0	1454
16.0	7.705927	1250	0	1258
17.0	7.860616	1127	0	1108
18.0	7.998228	1007	0	989
19.0	8.120646	878	0	897
20.0	8.22955	801	0	783
21.0	8.326431	722	0	732
22.0	8.412616	633	0	633
23.0	8.489286	596	0	575
24.0	8.557491	487	0	484
25.0	8.618167	474	0	491
26.0	8.672144	432	0	424
27.0	8.720161	397	0	389
28.0	8.762878	394	0	386
29.0	8.800879	305	0	293
30.0	8.834684	267	0	266
31.0	8.864757	250	0	251
32.0	8.89151	241	0	245
33.0	8.915309	258	0	250
34.0	8.936481	221	0	229
35.0	8.955316	186	0	179
36.0	8.972071	162	0	158
37.0	8.986977	146	0	142
38.0	9.000236	143	0	148
39.0	9.012032	129	0	121
40.0	9.022526	115	0	124
41.0	9.031861	123	0	105
42.0	9.040166	100	0	111
43.0	9.047553	96	0	98
44.0	9.054125	105	0	111
45.0	9.059972	101	0	92
46.0	9.065173	84	0	82
47.0	9.0698	72	0	74
48.0	9.073916	69	0	65
49.0	9.077578	78	0	75
50.0	9.080835	65	0	68
51.0	9.083733	65	0	66
52.0	9.086311	56	0	51
53.0	9.088604	63	0	60
54.0	9.090644	46	0	45
55.0	9.092459	38	0	39
56.0	9.094073	45	0	48
57.0	9.095509	45	0	35
58.0	9.096787	28	0	30
59.0	9.097924	34	0	36
60.0	9.098935	23	0	24
61.0	9.099834	38	0	44
62.0	9.100635	25	0	26
63.0	9.101346	30	0	26
64.0	9.10198	36	0	28
65.0	9.102543	24	0	28
66.0	9.103044	32	0	33
67.0	9.10349	24	0	22
68.0	9.103887	22	0	20
69.0	9.104239	20	0	21
70.0	9.104553	19	0	22
71.0	9.104833	27	0	21
72.0	9.105081	13	0	17
73.0	9.105302	15	0	21
74.0	9.105498	27	0	29
75.0	9.105673	25	0	15
76.0	9.105829	9	0	9
77.0	9.105967	17	0	19
78.0	9.10609	16	0	14
79.0	9.1062	10	0	13
80.0	9.106297	13	0	8
81.0	9.106384	12	0	12
82.0	9.106461	8	0	7
83.0	9.10653	9	0	9
84.0	9.106591	11	0	14
85.0	9.106645	7	0	7
86.0	9.106693	12	0	11
87.0	9.106736	9	0	9
88.0	9.106775	5	0	5
89.0	9.106809	10	0	9
90.0	9.106839	5	0	4
91.0	9.106866	7	0	6
92.0	9.10689	6	0	5
93.0	9.106911	6	0	8
94.0	9.10693	10	0	11
95.0	9.106947	7	0	9
96.0	9.106962	13	0	12
97.0	9.106975	9	0	8
98.0	9.106987	5	0	2
99.0	9.106997	8	0	8
100.0	9.107007	5	0	10
101.0	0	11	0	8
102.0	0	5	0	3
103.0	0	4	0	6
104.0	0	3	0	1
105.0	0	1	0	2
106.0	0	4	0	4
107.0	0	4	0	4
108.0	0	1	0	2
109.0	0	6	0	5
110.0	0	5	0	6
111.0	0	5	0	3
112.0	0	2	0	3
113.0	0	5	0	7
114.0	0	4	0	1
115.0	0	1	0	1
117.0	0	4	0	4
118.0	0	4	0	3
119.0	0	1	0	5
120.0	0	3	0	3
121.0	0	3	0	4
122.0	0	4	0	1
123.0	0	1	0	1
124.0	0	2	0	1
125.0	0	2	0	4
126.0	0	5	0	2
127.0	0	2	0	2
128.0	0	0	0	1
