## htsjdk.samtools.metrics.StringHeader
# MarkDuplicates INPUT=[../pre_dup_removal/merged/scca1001_merged.bam] OUTPUT=scca1001_merged_dedup.bam METRICS_FILE=scca1001_merged_metrics.txt    MAX_SEQUENCES_FOR_DISK_READ_ENDS_MAP=50000 MAX_FILE_HANDLES_FOR_READ_ENDS_MAP=8000 SORTING_COLLECTION_SIZE_RATIO=0.25 TAG_DUPLICATE_SET_MEMBERS=false REMOVE_SEQUENCING_DUPLICATES=false TAGGING_POLICY=DontTag CLEAR_DT=true DUPLEX_UMI=false ADD_PG_TAG_TO_READS=true REMOVE_DUPLICATES=false ASSUME_SORTED=false DUPLICATE_SCORING_STRATEGY=SUM_OF_BASE_QUALITIES PROGRAM_RECORD_ID=MarkDuplicates PROGRAM_GROUP_NAME=MarkDuplicates READ_NAME_REGEX=<optimized capture of last three ':' separated fields as numeric values> OPTICAL_DUPLICATE_PIXEL_DISTANCE=100 MAX_OPTICAL_DUPLICATE_SET_SIZE=300000 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json USE_JDK_DEFLATER=false USE_JDK_INFLATER=false
## htsjdk.samtools.metrics.StringHeader
# Started on: Fri Sep 09 13:54:16 EDT 2022

## METRICS CLASS	picard.sam.DuplicationMetrics
LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	SECONDARY_OR_SUPPLEMENTARY_RDS	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE
Unknown Library	25303115	92317665	1367702	19719576	5393576	6041939	579897	0.08325	739498451

## HISTOGRAM	java.lang.Double
BIN	CoverageMult	all_sets	optical_sets	non_optical_sets
1.0	1.005935	81375656	0	81888644
2.0	1.893813	4503527	568984	4046656
3.0	2.677489	279234	5318	228012
4.0	3.369193	39420	84	35387
5.0	3.979719	17188	5	16780
6.0	4.518593	11294	1	11199
7.0	4.994224	8054	0	7978
8.0	5.414035	6069	0	6019
9.0	5.784577	4734	0	4716
10.0	6.111633	3814	0	3808
11.0	6.400304	3143	0	3115
12.0	6.655098	2675	0	2645
13.0	6.879988	2184	0	2188
14.0	7.078486	1871	0	1875
15.0	7.253687	1637	0	1611
16.0	7.408327	1396	0	1367
17.0	7.544819	1225	0	1231
18.0	7.665291	1086	0	1100
19.0	7.771625	971	0	945
20.0	7.86548	856	0	834
21.0	7.94832	763	0	763
22.0	8.021437	672	0	678
23.0	8.085974	654	0	647
24.0	8.142936	555	0	546
25.0	8.193214	513	0	530
26.0	8.237591	475	0	457
27.0	8.276759	456	0	443
28.0	8.311331	358	0	377
29.0	8.341846	345	0	327
30.0	8.368779	322	0	331
31.0	8.392552	303	0	292
32.0	8.413534	265	0	252
33.0	8.432054	237	0	255
34.0	8.448401	243	0	221
35.0	8.462829	195	0	210
36.0	8.475563	209	0	188
37.0	8.486804	162	0	164
38.0	8.496725	149	0	165
39.0	8.505481	166	0	145
40.0	8.51321	130	0	134
41.0	8.520032	167	0	159
42.0	8.526054	115	0	121
43.0	8.531368	117	0	121
44.0	8.536059	110	0	105
45.0	8.5402	89	0	94
46.0	8.543854	103	0	90
47.0	8.54708	88	0	93
48.0	8.549927	89	0	88
49.0	8.55244	84	0	81
50.0	8.554658	58	0	63
51.0	8.556615	73	0	72
52.0	8.558343	82	0	78
53.0	8.559868	66	0	59
54.0	8.561214	51	0	62
55.0	8.562403	55	0	57
56.0	8.563451	56	0	50
57.0	8.564377	54	0	53
58.0	8.565194	50	0	48
59.0	8.565915	43	0	40
60.0	8.566552	42	0	45
61.0	8.567113	41	0	41
62.0	8.567609	38	0	39
63.0	8.568047	36	0	31
64.0	8.568433	35	0	41
65.0	8.568774	29	0	26
66.0	8.569075	33	0	23
67.0	8.569341	27	0	31
68.0	8.569575	33	0	32
69.0	8.569782	28	0	32
70.0	8.569965	29	0	21
71.0	8.570126	23	0	25
72.0	8.570268	20	0	21
73.0	8.570394	17	0	24
74.0	8.570505	25	0	18
75.0	8.570603	12	0	13
76.0	8.570689	11	0	13
77.0	8.570765	11	0	11
78.0	8.570832	18	0	21
79.0	8.570892	17	0	15
80.0	8.570944	25	0	17
81.0	8.570991	8	0	15
82.0	8.571031	19	0	16
83.0	8.571067	13	0	16
84.0	8.571099	15	0	16
85.0	8.571127	22	0	23
86.0	8.571152	13	0	9
87.0	8.571174	14	0	12
88.0	8.571193	14	0	17
89.0	8.57121	15	0	13
90.0	8.571225	12	0	7
91.0	8.571239	6	0	6
92.0	8.57125	7	0	9
93.0	8.571261	11	0	11
94.0	8.57127	6	0	8
95.0	8.571278	10	0	6
96.0	8.571285	8	0	13
97.0	8.571291	10	0	7
98.0	8.571297	9	0	11
99.0	8.571302	8	0	3
100.0	8.571306	8	0	7
101.0	0	1	0	5
102.0	0	5	0	7
103.0	0	8	0	9
104.0	0	12	0	8
105.0	0	8	0	9
106.0	0	7	0	6
107.0	0	4	0	3
108.0	0	2	0	1
109.0	0	4	0	7
110.0	0	5	0	2
111.0	0	2	0	3
112.0	0	2	0	3
113.0	0	4	0	4
114.0	0	5	0	4
115.0	0	4	0	5
116.0	0	4	0	3
117.0	0	2	0	4
118.0	0	5	0	4
119.0	0	5	0	5
120.0	0	1	0	1
121.0	0	3	0	2
122.0	0	4	0	7
123.0	0	6	0	3
124.0	0	3	0	4
125.0	0	6	0	6
126.0	0	1	0	2
127.0	0	4	0	2
128.0	0	2	0	2
129.0	0	1	0	0
130.0	0	1	0	2
131.0	0	2	0	0
132.0	0	0	0	2
133.0	0	2	0	0
134.0	0	2	0	2
135.0	0	0	0	1
136.0	0	1	0	4
137.0	0	4	0	3
138.0	0	3	0	0
139.0	0	0	0	2
140.0	0	1	0	2
141.0	0	2	0	1
142.0	0	1	0	1
143.0	0	1	0	2
144.0	0	2	0	0
145.0	0	1	0	0
146.0	0	0	0	1
147.0	0	0	0	2
148.0	0	3	0	1
149.0	0	2	0	1
150.0	0	1	0	1
153.0	0	1	0	1
154.0	0	3	0	3
155.0	0	0	0	1
156.0	0	1	0	1
157.0	0	0	0	1
158.0	0	2	0	0
162.0	0	0	0	1
163.0	0	1	0	0
164.0	0	1	0	2
165.0	0	2	0	2
167.0	0	0	0	1
168.0	0	1	0	0
169.0	0	0	0	2
170.0	0	1	0	1
171.0	0	1	0	0
172.0	0	1	0	2
173.0	0	3	0	1
174.0	0	1	0	0
175.0	0	0	0	1
177.0	0	1	0	2
178.0	0	2	0	0
180.0	0	0	0	1
181.0	0	1	0	1
182.0	0	1	0	0
183.0	0	1	0	1
187.0	0	1	0	1
190.0	0	1	0	3
191.0	0	2	0	1
193.0	0	1	0	0
194.0	0	0	0	3
195.0	0	2	0	0
197.0	0	1	0	1
198.0	0	1	0	0
201.0	0	1	0	1
206.0	0	1	0	2
207.0	0	0	0	2
208.0	0	1	0	1
209.0	0	2	0	0
212.0	0	1	0	0
244.0	0	1	0	1
296.0	0	0	0	1
299.0	0	1	0	0
361.0	0	0	0	1
363.0	0	1	0	0

