## htsjdk.samtools.metrics.StringHeader
# MarkDuplicates INPUT=[../pre_dup_removal/merged/scca1025_merged.bam] OUTPUT=scca1025_merged_dedup.bam METRICS_FILE=scca1025_merged_metrics.txt    MAX_SEQUENCES_FOR_DISK_READ_ENDS_MAP=50000 MAX_FILE_HANDLES_FOR_READ_ENDS_MAP=8000 SORTING_COLLECTION_SIZE_RATIO=0.25 TAG_DUPLICATE_SET_MEMBERS=false REMOVE_SEQUENCING_DUPLICATES=false TAGGING_POLICY=DontTag CLEAR_DT=true DUPLEX_UMI=false ADD_PG_TAG_TO_READS=true REMOVE_DUPLICATES=false ASSUME_SORTED=false DUPLICATE_SCORING_STRATEGY=SUM_OF_BASE_QUALITIES PROGRAM_RECORD_ID=MarkDuplicates PROGRAM_GROUP_NAME=MarkDuplicates READ_NAME_REGEX=<optimized capture of last three ':' separated fields as numeric values> OPTICAL_DUPLICATE_PIXEL_DISTANCE=100 MAX_OPTICAL_DUPLICATE_SET_SIZE=300000 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json USE_JDK_DEFLATER=false USE_JDK_INFLATER=false
## htsjdk.samtools.metrics.StringHeader
# Started on: Fri Sep 09 13:56:20 EDT 2022

## METRICS CLASS	picard.sam.DuplicationMetrics
LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	SECONDARY_OR_SUPPLEMENTARY_RDS	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE
Unknown Library	26939305	82904935	1607819	17460717	5450646	5312033	465315	0.083397	673365077

## HISTOGRAM	java.lang.Double
BIN	CoverageMult	all_sets	optical_sets	non_optical_sets
1.0	1.005304	73324037	0	73736415
2.0	1.894151	3923391	457484	3555282
3.0	2.680031	239588	3828	199179
4.0	3.374873	34171	57	30975
5.0	3.989223	15302	1	14974
6.0	4.532404	10077	0	10008
7.0	5.012662	7536	0	7476
8.0	5.437286	5605	0	5596
9.0	5.812719	4424	0	4399
10.0	6.144662	3447	0	3437
11.0	6.438152	2902	0	2871
12.0	6.697643	2474	0	2488
13.0	6.927073	2090	0	2067
14.0	7.129926	1766	0	1763
15.0	7.30928	1528	0	1515
16.0	7.467857	1348	0	1352
17.0	7.608064	1217	0	1192
18.0	7.732029	974	0	980
19.0	7.841634	932	0	937
20.0	7.938541	831	0	808
21.0	8.024223	735	0	741
22.0	8.099979	637	0	616
23.0	8.166959	573	0	589
24.0	8.22618	599	0	591
25.0	8.278541	493	0	491
26.0	8.324836	460	0	438
27.0	8.365768	419	0	426
28.0	8.401959	381	0	381
29.0	8.433957	323	0	321
30.0	8.462248	300	0	300
31.0	8.487262	283	0	282
32.0	8.509379	251	0	242
33.0	8.528933	250	0	247
34.0	8.546222	232	0	237
35.0	8.561508	205	0	188
36.0	8.575024	185	0	194
37.0	8.586973	159	0	160
38.0	8.597539	151	0	151
39.0	8.60688	131	0	130
40.0	8.61514	114	0	104
41.0	8.622442	122	0	122
42.0	8.628899	106	0	107
43.0	8.634608	120	0	124
44.0	8.639655	108	0	99
45.0	8.644118	110	0	115
46.0	8.648064	102	0	101
47.0	8.651552	79	0	80
48.0	8.654637	77	0	77
49.0	8.657364	69	0	71
50.0	8.659775	64	0	64
51.0	8.661907	60	0	58
52.0	8.663792	68	0	64
53.0	8.665459	73	0	69
54.0	8.666932	62	0	65
55.0	8.668235	50	0	50
56.0	8.669387	51	0	47
57.0	8.670405	45	0	51
58.0	8.671306	51	0	50
59.0	8.672102	55	0	51
60.0	8.672806	62	0	53
61.0	8.673428	31	0	33
62.0	8.673979	29	0	36
63.0	8.674465	34	0	27
