## htsjdk.samtools.metrics.StringHeader
# MarkDuplicates INPUT=[../pre_dup_removal/merged/scca1046_merged.bam] OUTPUT=scca1046_merged_dedup.bam METRICS_FILE=scca1046_merged_metrics.txt    MAX_SEQUENCES_FOR_DISK_READ_ENDS_MAP=50000 MAX_FILE_HANDLES_FOR_READ_ENDS_MAP=8000 SORTING_COLLECTION_SIZE_RATIO=0.25 TAG_DUPLICATE_SET_MEMBERS=false REMOVE_SEQUENCING_DUPLICATES=false TAGGING_POLICY=DontTag CLEAR_DT=true DUPLEX_UMI=false ADD_PG_TAG_TO_READS=true REMOVE_DUPLICATES=false ASSUME_SORTED=false DUPLICATE_SCORING_STRATEGY=SUM_OF_BASE_QUALITIES PROGRAM_RECORD_ID=MarkDuplicates PROGRAM_GROUP_NAME=MarkDuplicates READ_NAME_REGEX=<optimized capture of last three ':' separated fields as numeric values> OPTICAL_DUPLICATE_PIXEL_DISTANCE=100 MAX_OPTICAL_DUPLICATE_SET_SIZE=300000 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json USE_JDK_DEFLATER=false USE_JDK_INFLATER=false
## htsjdk.samtools.metrics.StringHeader
# Started on: Fri Sep 09 14:01:57 EDT 2022

## METRICS CLASS	picard.sam.DuplicationMetrics
LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	SECONDARY_OR_SUPPLEMENTARY_RDS	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE
Unknown Library	39357311	90063706	5150183	19027142	7896020	5613603	524526	0.087128	757555373

## HISTOGRAM	java.lang.Double
BIN	CoverageMult	all_sets	optical_sets	non_optical_sets
1.0	1.005517	79795553	0	80260904
2.0	1.898323	4300590	514977	3885598
3.0	2.691053	258403	4679	212501
4.0	3.394924	32710	61	28929
5.0	4.019896	13566	2	13199
6.0	4.574814	8844	0	8762
7.0	5.06753	6406	0	6383
8.0	5.505017	4811	0	4773
9.0	5.893465	3806	0	3805
10.0	6.23837	3148	0	3139
11.0	6.544615	2590	0	2551
12.0	6.816532	2123	0	2130
13.0	7.057969	1854	0	1864
14.0	7.272343	1580	0	1553
15.0	7.462687	1403	0	1411
16.0	7.631696	1214	0	1179
17.0	7.781759	967	0	990
18.0	7.915002	976	0	947
19.0	8.03331	786	0	793
20.0	8.138356	753	0	742
21.0	8.231627	706	0	697
22.0	8.314443	593	0	597
23.0	8.387976	484	0	489
24.0	8.453267	492	0	468
25.0	8.511239	414	0	417
26.0	8.562713	382	0	392
27.0	8.608417	362	0	347
28.0	8.648998	321	0	318
29.0	8.68503	301	0	294
30.0	8.717023	251	0	267
31.0	8.74543	277	0	277
32.0	8.770653	236	0	226
33.0	8.793049	202	0	191
34.0	8.812934	170	0	179
35.0	8.83059	191	0	190
36.0	8.846267	178	0	176
37.0	8.860187	167	0	163
38.0	8.872547	159	0	155
39.0	8.883521	135	0	128
40.0	8.893265	120	0	116
41.0	8.901917	106	0	105
42.0	8.909599	82	0	85
43.0	8.916419	99	0	105
44.0	8.922476	99	0	95
45.0	8.927853	74	0	71
46.0	8.932628	70	0	69
47.0	8.936867	70	0	65
48.0	8.940632	55	0	55
49.0	8.943974	70	0	68
50.0	8.946942	47	0	59
51.0	8.949577	60	0	58
52.0	8.951916	61	0	55
53.0	8.953994	56	0	63
54.0	8.955838	55	0	45
55.0	8.957476	43	0	44
56.0	8.95893	35	0	37
57.0	8.960222	44	0	41
58.0	8.961368	32	0	25
59.0	8.962386	31	0	36
60.0	8.96329	33	0	35
61.0	8.964092	35	0	34
62.0	8.964805	22	0	22
63.0	8.965438	20	0	23
64.0	8.965999	29	0	25
65.0	8.966498	24	0	21
66.0	8.966941	18	0	19
67.0	8.967334	15	0	16
68.0	8.967683	14	0	18
69.0	8.967994	20	0	14
70.0	8.968269	12	0	15
71.0	8.968513	23	0	19
72.0	8.96873	13	0	20
73.0	8.968923	19	0	14
74.0	8.969094	14	0	18
75.0	8.969246	21	0	18
76.0	8.969381	11	0	13
77.0	8.969501	22	0	15
78.0	8.969607	12	0	19
79.0	8.969701	13	0	7
80.0	8.969785	11	0	15
81.0	8.96986	11	0	7
82.0	8.969926	11	0	11
83.0	8.969984	7	0	7
84.0	8.970037	7	0	8
85.0	8.970083	7	0	8
86.0	8.970124	6	0	10
87.0	8.97016	11	0	8
88.0	8.970193	13	0	10
89.0	8.970222	10	0	11
90.0	8.970247	7	0	8
91.0	8.97027	7	0	3
92.0	8.97029	4	0	7
93.0	8.970308	7	0	9
94.0	8.970324	10	0	5
95.0	8.970338	6	0	9
96.0	8.97035	10	0	10
97.0	8.970361	4	0	3
98.0	8.970371	5	0	3
99.0	8.97038	3	0	5
100.0	8.970388	6	0	5
101.0	0	3	0	4
102.0	0	6	0	7
103.0	0	5	0	4
104.0	0	2	0	10
