## htsjdk.samtools.metrics.StringHeader
# MarkDuplicates INPUT=[../pre_dup_removal/merged/scca0583_merged.bam] OUTPUT=scca0583_merged_dedup.bam METRICS_FILE=scca0583_merged_metrics.txt    MAX_SEQUENCES_FOR_DISK_READ_ENDS_MAP=50000 MAX_FILE_HANDLES_FOR_READ_ENDS_MAP=8000 SORTING_COLLECTION_SIZE_RATIO=0.25 TAG_DUPLICATE_SET_MEMBERS=false REMOVE_SEQUENCING_DUPLICATES=false TAGGING_POLICY=DontTag CLEAR_DT=true DUPLEX_UMI=false ADD_PG_TAG_TO_READS=true REMOVE_DUPLICATES=false ASSUME_SORTED=false DUPLICATE_SCORING_STRATEGY=SUM_OF_BASE_QUALITIES PROGRAM_RECORD_ID=MarkDuplicates PROGRAM_GROUP_NAME=MarkDuplicates READ_NAME_REGEX=<optimized capture of last three ':' separated fields as numeric values> OPTICAL_DUPLICATE_PIXEL_DISTANCE=100 MAX_OPTICAL_DUPLICATE_SET_SIZE=300000 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json USE_JDK_DEFLATER=false USE_JDK_INFLATER=false
## htsjdk.samtools.metrics.StringHeader
# Started on: Fri Sep 09 13:50:13 EDT 2022

## METRICS CLASS	picard.sam.DuplicationMetrics
LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	SECONDARY_OR_SUPPLEMENTARY_RDS	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE
Unknown Library	39481923	101923688	5470827	16243424	9258424	7197421	418203	0.097207	725696885

## HISTOGRAM	java.lang.Double
BIN	CoverageMult	all_sets	optical_sets	non_optical_sets
1.0	1.003837	88755173	0	89122571
2.0	1.87614	5528838	413109	5204928
3.0	2.634142	330936	2523	290867
4.0	3.292822	36425	16	33486
5.0	3.865193	15094	0	14882
6.0	4.362565	9881	0	9816
7.0	4.794765	7241	0	7196
8.0	5.170333	5619	0	5593
9.0	5.49669	4609	0	4607
10.0	5.780283	3728	0	3725
11.0	6.026716	3020	0	3017
12.0	6.240859	2681	0	2656
13.0	6.426942	2239	0	2239
14.0	6.588642	1853	0	1860
15.0	6.729154	1707	0	1692
16.0	6.851255	1509	0	1504
17.0	6.957356	1299	0	1305
18.0	7.049555	1165	0	1144
19.0	7.129672	1083	0	1092
20.0	7.199292	974	0	971
21.0	7.259789	885	0	868
22.0	7.312359	768	0	763
23.0	7.358041	678	0	678
24.0	7.397737	611	0	604
25.0	7.432232	550	0	555
26.0	7.462206	542	0	532
27.0	7.488253	448	0	461
28.0	7.510887	463	0	452
29.0	7.530555	431	0	429
30.0	7.547646	387	0	382
31.0	7.562498	346	0	340
32.0	7.575403	304	0	300
33.0	7.586618	277	0	290
34.0	7.596363	289	0	282
35.0	7.604831	259	0	261
36.0	7.61219	235	0	232
37.0	7.618584	198	0	188
38.0	7.62414	203	0	210
39.0	7.628969	188	0	182
40.0	7.633164	169	0	173
41.0	7.63681	184	0	180
42.0	7.639978	163	0	171
43.0	7.642732	133	0	125
44.0	7.645124	118	0	114
45.0	7.647203	134	0	127
46.0	7.649009	122	0	124
47.0	7.650579	119	0	131
48.0	7.651943	119	0	111
49.0	7.653128	85	0	85
50.0	7.654158	94	0	91
51.0	7.655053	94	0	90
52.0	7.655831	78	0	79
53.0	7.656507	63	0	69
54.0	7.657094	70	0	65
55.0	7.657605	74	0	77
56.0	7.658048	63	0	63
57.0	7.658433	61	0	62
58.0	7.658768	52	0	45
59.0	7.659059	51	0	53
60.0	7.659312	55	0	53
61.0	7.659532	45	0	45
62.0	7.659723	40	0	40
63.0	7.659889	57	0	52
64.0	7.660033	45	0	49
65.0	7.660158	35	0	31
66.0	7.660267	36	0	42
67.0	7.660362	36	0	35
68.0	7.660444	34	0	33
69.0	7.660515	23	0	19
70.0	7.660577	24	0	26
71.0	7.660631	31	0	31
72.0	7.660678	26	0	31
73.0	7.660719	26	0	24
74.0	7.660754	23	0	15
75.0	7.660785	20	0	21
76.0	7.660812	18	0	19
77.0	7.660835	17	0	15
78.0	7.660855	30	0	36
79.0	7.660873	25	0	21
80.0	7.660888	12	0	13
81.0	7.660901	16	0	21
82.0	7.660913	20	0	17
83.0	7.660923	18	0	13
84.0	7.660931	13	0	18
85.0	7.660939	21	0	15
86.0	7.660945	8	0	9
87.0	7.660951	10	0	11
88.0	7.660956	15	0	14
89.0	7.66096	14	0	16
90.0	7.660964	9	0	11
91.0	7.660967	12	0	10
92.0	7.66097	9	0	5
93.0	7.660973	7	0	9
94.0	7.660975	8	0	6
95.0	7.660977	10	0	11
96.0	7.660978	10	0	10
97.0	7.66098	5	0	6
98.0	7.660981	7	0	5
99.0	7.660982	4	0	4
100.0	7.660983	3	0	3
101.0	0	4	0	5
102.0	0	6	0	5
103.0	0	5	0	9
104.0	0	8	0	8
105.0	0	8	0	7
106.0	0	8	0	6
107.0	0	5	0	6
108.0	0	9	0	10
109.0	0	5	0	2
110.0	0	6	0	6
111.0	0	4	0	6
112.0	0	9	0	13
113.0	0	8	0	3
114.0	0	8	0	7
115.0	0	3	0	3
116.0	0	4	0	5
117.0	0	8	0	6
118.0	0	4	0	5
119.0	0	3	0	2
120.0	0	5	0	7
121.0	0	1	0	1
122.0	0	4	0	4
123.0	0	2	0	0
124.0	0	1	0	1
125.0	0	0	0	3
126.0	0	6	0	4
127.0	0	1	0	0
128.0	0	6	0	6
130.0	0	1	0	1
131.0	0	2	0	2
132.0	0	0	0	2
133.0	0	2	0	0
134.0	0	3	0	4
135.0	0	3	0	3
136.0	0	1	0	2
137.0	0	4	0	2
141.0	0	1	0	2
142.0	0	3	0	2
143.0	0	2	0	2
144.0	0	3	0	3
145.0	0	3	0	3
146.0	0	1	0	1
147.0	0	0	0	2
148.0	0	2	0	2
149.0	0	1	0	0
150.0	0	1	0	1
151.0	0	2	0	1
152.0	0	1	0	1
153.0	0	1	0	1
155.0	0	2	0	2
156.0	0	1	0	1
157.0	0	0	0	1
158.0	0	1	0	0
160.0	0	0	0	1
162.0	0	1	0	0
164.0	0	0	0	1
165.0	0	2	0	2
167.0	0	1	0	0
169.0	0	1	0	1
170.0	0	1	0	1
171.0	0	0	0	1
172.0	0	1	0	0
174.0	0	0	0	1
175.0	0	1	0	0
179.0	0	1	0	1
180.0	0	1	0	1
183.0	0	0	0	1
185.0	0	2	0	1
186.0	0	1	0	1
188.0	0	1	0	1
189.0	0	0	0	1
192.0	0	1	0	0
197.0	0	1	0	2
198.0	0	1	0	0
204.0	0	1	0	1
210.0	0	0	0	1
211.0	0	1	0	0
212.0	0	1	0	1
217.0	0	2	0	2
218.0	0	1	0	1
244.0	0	0	0	1
245.0	0	1	0	0
250.0	0	1	0	1
276.0	0	1	0	1

