## htsjdk.samtools.metrics.StringHeader
# MarkDuplicates INPUT=[../pre_dup_removal/merged/JPV016_merged.bam] OUTPUT=JPV016_merged_dedup.bam METRICS_FILE=JPV016_merged_metrics.txt    MAX_SEQUENCES_FOR_DISK_READ_ENDS_MAP=50000 MAX_FILE_HANDLES_FOR_READ_ENDS_MAP=8000 SORTING_COLLECTION_SIZE_RATIO=0.25 TAG_DUPLICATE_SET_MEMBERS=false REMOVE_SEQUENCING_DUPLICATES=false TAGGING_POLICY=DontTag CLEAR_DT=true DUPLEX_UMI=false ADD_PG_TAG_TO_READS=true REMOVE_DUPLICATES=false ASSUME_SORTED=false DUPLICATE_SCORING_STRATEGY=SUM_OF_BASE_QUALITIES PROGRAM_RECORD_ID=MarkDuplicates PROGRAM_GROUP_NAME=MarkDuplicates READ_NAME_REGEX=<optimized capture of last three ':' separated fields as numeric values> OPTICAL_DUPLICATE_PIXEL_DISTANCE=100 MAX_OPTICAL_DUPLICATE_SET_SIZE=300000 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json USE_JDK_DEFLATER=false USE_JDK_INFLATER=false
## htsjdk.samtools.metrics.StringHeader
# Started on: Fri Sep 09 12:58:04 EDT 2022

## METRICS CLASS	picard.sam.DuplicationMetrics
LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	SECONDARY_OR_SUPPLEMENTARY_RDS	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE
Unknown Library	22059862	80149892	1433724	16573527	4602987	5040798	465506	0.080525	667077476

## HISTOGRAM	java.lang.Double
BIN	CoverageMult	all_sets	optical_sets	non_optical_sets
1.0	1.005498	71045175	0	71458236
2.0	1.89716	3743469	457131	3374481
3.0	2.687874	226174	4060	185937
4.0	3.389069	30955	78	27714
5.0	4.01088	13411	4	13109
6.0	4.562293	8663	1	8604
7.0	5.051278	6489	0	6485
8.0	5.484904	4896	0	4863
9.0	5.869438	3894	0	3864
10.0	6.210438	3029	0	2993
11.0	6.512832	2597	0	2590
12.0	6.78099	2097	0	2106
13.0	7.01879	1866	0	1845
14.0	7.229668	1474	0	1469
15.0	7.416671	1448	0	1418
16.0	7.582503	1167	0	1167
17.0	7.729561	1037	0	1035
18.0	7.85997	894	0	885
19.0	7.975615	795	0	804
20.0	8.078167	722	0	712
21.0	8.169109	620	0	608
22.0	8.249755	560	0	572
23.0	8.321271	550	0	548
24.0	8.384691	484	0	480
25.0	8.44093	470	0	456
26.0	8.490803	408	0	421
27.0	8.535029	369	0	363
28.0	8.574248	342	0	333
29.0	8.609027	277	0	283
30.0	8.639869	322	0	312
31.0	8.667219	245	0	243
32.0	8.691472	239	0	246
33.0	8.71298	226	0	216
34.0	8.732053	214	0	211
35.0	8.748966	196	0	209
36.0	8.763965	176	0	161
37.0	8.777265	163	0	170
38.0	8.78906	145	0	137
39.0	8.79952	125	0	127
40.0	8.808795	142	0	134
41.0	8.81702	122	0	124
42.0	8.824314	100	0	103
43.0	8.830783	145	0	139
44.0	8.836518	105	0	110
45.0	8.841605	107	0	102
46.0	8.846116	86	0	91
47.0	8.850116	97	0	98
48.0	8.853663	91	0	82
49.0	8.856809	86	0	85
50.0	8.859598	74	0	77
51.0	8.862072	80	0	77
52.0	8.864265	64	0	66
53.0	8.86621	60	0	61
54.0	8.867936	61	0	53
55.0	8.869465	39	0	39
56.0	8.870822	47	0	48
57.0	8.872025	43	0	44
58.0	8.873092	36	0	38
59.0	8.874038	38	0	35
60.0	8.874876	39	0	37
61.0	8.87562	36	0	39
62.0	8.87628	30	0	27
63.0	8.876865	36	0	37
64.0	8.877384	36	0	41
65.0	8.877844	41	0	41
66.0	8.878252	41	0	37
67.0	8.878614	36	0	30
68.0	8.878935	20	0	26
69.0	8.879219	33	0	30
70.0	8.879471	31	0	30
71.0	8.879695	22	0	24
72.0	8.879893	29	0	32
73.0	8.880069	22	0	18
74.0	8.880225	19	0	18
75.0	8.880364	16	0	14
76.0	8.880486	24	0	22
77.0	8.880595	13	0	14
78.0	8.880692	17	0	15
79.0	8.880777	12	0	14
80.0	8.880853	18	0	17
81.0	8.88092	11	0	19
82.0	8.88098	17	0	9
83.0	8.881033	12	0	13
84.0	8.88108	19	0	19
85.0	8.881122	10	0	10
86.0	8.881158	16	0	14
87.0	8.881191	15	0	15
88.0	8.88122	9	0	11
89.0	8.881246	12	0	13
90.0	8.881269	12	0	10
91.0	8.881289	13	0	13
92.0	8.881307	9	0	8
93.0	8.881323	12	0	14
94.0	8.881337	10	0	14
95.0	8.881349	13	0	14
96.0	8.881361	17	0	11
97.0	8.88137	9	0	5
98.0	8.881379	11	0	14
99.0	8.881387	8	0	7
100.0	8.881394	8	0	8
101.0	0	9	0	13
102.0	0	11	0	6
103.0	0	2	0	2
104.0	0	6	0	7
105.0	0	6	0	7
106.0	0	4	0	3
107.0	0	4	0	8
108.0	0	10	0	5
109.0	0	1	0	5
110.0	0	8	0	6
111.0	0	8	0	8
112.0	0	8	0	6
113.0	0	6	0	8
114.0	0	9	0	11
115.0	0	10	0	11
116.0	0	8	0	4
117.0	0	3	0	3
118.0	0	5	0	3
119.0	0	6	0	5
120.0	0	0	0	1
121.0	0	3	0	5
122.0	0	2	0	3
