## htsjdk.samtools.metrics.StringHeader
# MarkDuplicates INPUT=[../pre_dup_removal/merged/SCCA1009_merged.bam] OUTPUT=SCCA1009_merged_dedup.bam METRICS_FILE=SCCA1009_merged_metrics.txt    MAX_SEQUENCES_FOR_DISK_READ_ENDS_MAP=50000 MAX_FILE_HANDLES_FOR_READ_ENDS_MAP=8000 SORTING_COLLECTION_SIZE_RATIO=0.25 TAG_DUPLICATE_SET_MEMBERS=false REMOVE_SEQUENCING_DUPLICATES=false TAGGING_POLICY=DontTag CLEAR_DT=true DUPLEX_UMI=false ADD_PG_TAG_TO_READS=true REMOVE_DUPLICATES=false ASSUME_SORTED=false DUPLICATE_SCORING_STRATEGY=SUM_OF_BASE_QUALITIES PROGRAM_RECORD_ID=MarkDuplicates PROGRAM_GROUP_NAME=MarkDuplicates READ_NAME_REGEX=<optimized capture of last three ':' separated fields as numeric values> OPTICAL_DUPLICATE_PIXEL_DISTANCE=100 MAX_OPTICAL_DUPLICATE_SET_SIZE=300000 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json USE_JDK_DEFLATER=false USE_JDK_INFLATER=false
## htsjdk.samtools.metrics.StringHeader
# Started on: Fri Sep 02 11:26:14 EDT 2022

## METRICS CLASS	picard.sam.DuplicationMetrics
LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	SECONDARY_OR_SUPPLEMENTARY_RDS	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE
Unknown Library	13797098	101322486	1432198	13930501	2976503	5011088	399337	0.060056	1070392912

## HISTOGRAM	java.lang.Double
BIN	CoverageMult	all_sets	optical_sets	non_optical_sets
1.0	1.003773	92271911	0	92639038
2.0	1.916887	3761264	394735	3421445
3.0	2.747532	172765	2272	147058
4.0	3.503156	30112	18	28848
5.0	4.190534	16196	1	16098
6.0	4.815829	10938	0	10888
7.0	5.38465	7916	0	7914
8.0	5.902097	5976	0	5955
9.0	6.37281	4741	0	4691
10.0	6.801009	3851	0	3859
11.0	7.190534	3246	0	3223
12.0	7.544879	2520	0	2536
13.0	7.86722	2127	0	2106
14.0	8.160449	1871	0	1850
15.0	8.427193	1562	0	1586
16.0	8.669847	1403	0	1387
17.0	8.890584	1177	0	1164
18.0	9.091385	1054	0	1050
19.0	9.274051	932	0	930
20.0	9.440218	808	0	804
21.0	9.591378	800	0	795
22.0	9.728886	686	0	684
23.0	9.853974	579	0	569
24.0	9.967764	516	0	523
25.0	10.071278	507	0	496
26.0	10.165442	463	0	467
27.0	10.251102	389	0	388
28.0	10.329025	362	0	359
29.0	10.399911	351	0	346
30.0	10.464394	283	0	282
31.0	10.523053	247	0	246
32.0	10.576414	259	0	253
33.0	10.624956	236	0	239
34.0	10.669114	221	0	221
35.0	10.709284	221	0	218
36.0	10.745825	182	0	182
37.0	10.779066	188	0	176
38.0	10.809305	154	0	159
39.0	10.836813	159	0	166
40.0	10.861837	121	0	109
41.0	10.8846	108	0	105
42.0	10.905308	106	0	112
43.0	10.924145	119	0	116
44.0	10.941281	86	0	86
45.0	10.956869	106	0	100
46.0	10.97105	90	0	97
47.0	10.983949	82	0	79
48.0	10.995684	80	0	84
49.0	11.006359	75	0	72
50.0	11.016069	68	0	66
51.0	11.024903	51	0	51
52.0	11.032939	59	0	60
53.0	11.040249	51	0	44
54.0	11.046898	46	0	58
55.0	11.052948	53	0	47
56.0	11.05845	29	0	24
57.0	11.063456	52	0	61
58.0	11.06801	44	0	39
59.0	11.072152	43	0	38
60.0	11.075921	31	0	32
61.0	11.079349	24	0	25
62.0	11.082467	35	0	36
63.0	11.085304	31	0	28
64.0	11.087884	18	0	17
65.0	11.090232	15	0	14
66.0	11.092367	35	0	37
67.0	11.09431	20	0	21
68.0	11.096077	20	0	18
69.0	11.097685	26	0	27
70.0	11.099147	22	0	19
71.0	11.100477	20	0	18
72.0	11.101687	25	0	31
73.0	11.102788	21	0	18
74.0	11.10379	14	0	16
75.0	11.1047	16	0	14
76.0	11.105529	17	0	19
77.0	11.106283	8	0	5
78.0	11.106969	16	0	19
79.0	11.107593	16	0	15
80.0	11.10816	15	0	16
81.0	11.108676	15	0	12
82.0	11.109146	10	0	8
83.0	11.109573	5	0	7
84.0	11.109962	11	0	9
85.0	11.110315	8	0	11
86.0	11.110637	11	0	10
87.0	11.110929	8	0	10
88.0	11.111195	11	0	10
89.0	11.111438	8	0	8
90.0	11.111658	10	0	14
91.0	11.111858	8	0	6
92.0	11.11204	8	0	4
93.0	11.112206	6	0	6
94.0	11.112357	3	0	3
95.0	11.112494	6	0	7
96.0	11.112619	9	0	9
97.0	11.112732	5	0	7
98.0	11.112836	7	0	8
99.0	11.11293	4	0	1
100.0	11.113015	5	0	6
101.0	0	7	0	9
102.0	0	13	0	12
103.0	0	5	0	1
104.0	0	4	0	6
105.0	0	3	0	4
106.0	0	10	0	9
107.0	0	6	0	5
108.0	0	5	0	5
109.0	0	3	0	3
110.0	0	2	0	1
111.0	0	0	0	1
112.0	0	5	0	4
113.0	0	1	0	3
114.0	0	3	0	5
115.0	0	7	0	7
116.0	0	4	0	2
117.0	0	3	0	2
118.0	0	1	0	1
119.0	0	2	0	3
120.0	0	3	0	1
121.0	0	0	0	1
122.0	0	1	0	0
123.0	0	2	0	2
125.0	0	4	0	5
126.0	0	2	0	2
127.0	0	2	0	1
128.0	0	4	0	4
129.0	0	1	0	3
130.0	0	2	0	3
131.0	0	2	0	0
132.0	0	5	0	4
133.0	0	1	0	2
135.0	0	3	0	3
136.0	0	0	0	1
137.0	0	1	0	1
138.0	0	3	0	1
139.0	0	0	0	1
140.0	0	1	0	0
141.0	0	1	0	2
142.0	0	4	0	3
