## htsjdk.samtools.metrics.StringHeader
# MarkDuplicates INPUT=[../pre_dup_removal/merged/scca0200_merged.bam] OUTPUT=scca0200_merged_dedup.bam METRICS_FILE=scca0200_merged_metrics.txt    MAX_SEQUENCES_FOR_DISK_READ_ENDS_MAP=50000 MAX_FILE_HANDLES_FOR_READ_ENDS_MAP=8000 SORTING_COLLECTION_SIZE_RATIO=0.25 TAG_DUPLICATE_SET_MEMBERS=false REMOVE_SEQUENCING_DUPLICATES=false TAGGING_POLICY=DontTag CLEAR_DT=true DUPLEX_UMI=false ADD_PG_TAG_TO_READS=true REMOVE_DUPLICATES=false ASSUME_SORTED=false DUPLICATE_SCORING_STRATEGY=SUM_OF_BASE_QUALITIES PROGRAM_RECORD_ID=MarkDuplicates PROGRAM_GROUP_NAME=MarkDuplicates READ_NAME_REGEX=<optimized capture of last three ':' separated fields as numeric values> OPTICAL_DUPLICATE_PIXEL_DISTANCE=100 MAX_OPTICAL_DUPLICATE_SET_SIZE=300000 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json USE_JDK_DEFLATER=false USE_JDK_INFLATER=false
## htsjdk.samtools.metrics.StringHeader
# Started on: Fri Sep 09 12:58:04 EDT 2022

## METRICS CLASS	picard.sam.DuplicationMetrics
LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	SECONDARY_OR_SUPPLEMENTARY_RDS	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE
Unknown Library	41103000	104076243	9142520	16080342	9653893	7287654	428716	0.097206	748180569

## HISTOGRAM	java.lang.Double
BIN	CoverageMult	all_sets	optical_sets	non_optical_sets
1.0	1.003855	90675247	0	91052452
2.0	1.877346	5664898	423537	5332028
3.0	2.637401	339628	2556	298717
4.0	3.298753	36435	21	33474
5.0	3.874219	14894	1	14700
6.0	4.374953	9742	0	9638
7.0	4.810659	7195	0	7210
8.0	5.189783	5537	0	5525
9.0	5.519672	4400	0	4373
10.0	5.806721	3686	0	3672
11.0	6.056492	2996	0	2977
12.0	6.273827	2570	0	2586
13.0	6.462938	2152	0	2139
14.0	6.62749	1855	0	1852
15.0	6.770673	1641	0	1616
16.0	6.895261	1397	0	1384
17.0	7.00367	1221	0	1227
18.0	7.098001	1113	0	1099
19.0	7.180081	949	0	967
20.0	7.251502	894	0	864
21.0	7.313648	753	0	765
22.0	7.367724	724	0	716
23.0	7.414777	655	0	644
24.0	7.455719	577	0	571
25.0	7.491345	542	0	559
26.0	7.522344	534	0	531
27.0	7.549317	481	0	478
28.0	7.572788	441	0	431
29.0	7.593211	370	0	375
30.0	7.610981	326	0	320
31.0	7.626444	280	0	287
32.0	7.639898	295	0	280
33.0	7.651606	272	0	284
34.0	7.661793	256	0	247
35.0	7.670657	250	0	244
36.0	7.67837	197	0	200
37.0	7.685081	210	0	205
38.0	7.690921	203	0	198
39.0	7.696002	172	0	182
40.0	7.700424	182	0	179
41.0	7.704271	130	0	121
42.0	7.707619	141	0	144
43.0	7.710532	134	0	133
44.0	7.713066	125	0	136
45.0	7.715272	116	0	102
46.0	7.717191	95	0	103
47.0	7.718861	103	0	89
48.0	7.720314	74	0	83
49.0	7.721578	95	0	90
50.0	7.722678	80	0	83
51.0	7.723635	62	0	61
52.0	7.724468	61	0	58
53.0	7.725193	55	0	61
54.0	7.725824	59	0	50
55.0	7.726373	65	0	65
56.0	7.72685	41	0	40
57.0	7.727265	43	0	48
58.0	7.727627	48	0	41
59.0	7.727942	44	0	49
60.0	7.728215	38	0	39
61.0	7.728453	47	0	46
62.0	7.728661	39	0	36
63.0	7.728841	23	0	29
64.0	7.728998	38	0	33
65.0	7.729135	44	0	41
66.0	7.729253	33	0	33
67.0	7.729357	19	0	16
68.0	7.729447	17	0	18
69.0	7.729525	23	0	24
70.0	7.729593	21	0	19
71.0	7.729652	28	0	29
72.0	7.729704	20	0	18
73.0	7.729749	15	0	19
74.0	7.729788	19	0	18
75.0	7.729822	19	0	15
76.0	7.729851	15	0	18
77.0	7.729877	16	0	17
78.0	7.729899	12	0	9
79.0	7.729919	11	0	13
80.0	7.729936	11	0	7
81.0	7.729951	8	0	9
82.0	7.729963	12	0	16
83.0	7.729975	14	0	13
84.0	7.729984	12	0	13
85.0	7.729993	15	0	10
86.0	7.73	8	0	12
87.0	7.730006	10	0	12
88.0	7.730012	11	0	13
89.0	7.730017	15	0	12
90.0	7.730021	11	0	11
91.0	7.730025	8	0	3
92.0	7.730028	8	0	10
93.0	7.730031	17	0	16
94.0	7.730033	6	0	5
95.0	7.730035	6	0	7
96.0	7.730037	4	0	8
97.0	7.730039	9	0	8
