#Position (bp)	Coverage
3519247.5	1.966199303430535
1.05577415E7	1.9461204342860845
1.75962355E7	1.9854600998452225
2.46347295E7	2.025761192664226
3.16732235E7	1.999026780444794
3.87117175E7	1.9869099838687083
4.57502115E7	1.9718169824397094
5.27887055E7	1.9842149471179489
5.98271995E7	1.9777244961777334
6.68656935E7	1.9930773543317648
7.39041875E7	2.0372477407809115
8.09426815E7	1.9832586345885923
8.79811755E7	2.039722559968084
9.50196695E7	1.9607481373146016
1.020581635E8	2.0342817653890166
1.090966575E8	1.9709139483531561
1.161351515E8	1.9915331319455554
1.231736455E8	2.4227235257996953
1.302121395E8	2.0160628111638657
1.372506335E8	2.003807774788186
1.442891275E8	1.9904588964627945
1.513276215E8	2.005020107994693
1.583661155E8	1.9867545528915702
1.654046095E8	1.9523322744894007
1.724431035E8	2.05909204440609
1.794815975E8	1.921166232435518
1.865200915E8	1.8922594805081883
1.935585855E8	1.8863879119595754
2.005970795E8	1.9152003255241818
2.06554927E8	1.9002967070662045
2.10074174E8	1.8643881232206831
2.146740675E8	1.9334162961565358
2.217125615E8	1.8868030575858983
2.287510555E8	1.9220902937474977
2.357895495E8	1.91048795381512
2.428280435E8	1.985814437008826
2.498665375E8	2.006991410378413
2.569050315E8	1.9685637296842193
2.639435255E8	1.9374646053544977
2.709820195E8	1.983281224648341
2.780205135E8	2.017221723851722
2.850590075E8	2.0556296560031164
2.920975015E8	1.9395457323683163
2.991359955E8	2.3153426002778437
3.061744895E8	1.9850181018837267
3.132129835E8	1.995142284698971
3.202514775E8	2.0007012863831384
3.272899715E8	4.37196721344083
3.343284655E8	2.7826702700890276
3.413669595E8	1.9886654730401134
3.484054535E8	1.9974690608530745
3.554439475E8	1.9681781358341714
3.624824415E8	1.9832380335907085
3.695209355E8	1.995617812560471
3.765594295E8	1.9726897543707502
3.835979235E8	1.9397027261797766
3.906364175E8	1.9685380139558264
3.976749115E8	1.9499132911102859
4.047134055E8	1.9173566106613147
4.08526901E8	2.0405269695512467
4.12046148E8	1.9680432409503446
4.187903935E8	1.8911244365627078
4.258288875E8	1.9303166273921666
4.328673815E8	1.932384825503865
4.399058755E8	1.9260665704907896
4.469443695E8	2.0198062255931455
4.539828635E8	1.9957870248948142
4.610213575E8	2.499979399002116
4.680598515E8	2.030293980502079
4.750983455E8	1.9530079872199935
4.821368395E8	1.941433494153721
4.891753335E8	1.9547685911219077
4.962138275E8	2.0038786706360763
5.032523215E8	1.9829788872449134
5.102908155E8	2.006666056687695
5.173293095E8	2.006667903673712
5.243678035E8	1.9959586525185644
5.314062975E8	1.9607880606277421
5.384447915E8	2.0312346646882133
5.454832855E8	2.0258177388515213
5.525217795E8	2.001663992325631
5.595602735E8	1.9978469826073588
5.665987675E8	2.007085180437747
5.736372615E8	1.9676727720447016
5.806757555E8	1.9842545862793943
5.877142495E8	1.961140692881176
5.918006215E8	1.8766242010138858
5.953198685E8	1.8902475913935806
6.017912375E8	3.0554328809543634
6.088297315E8	1.9398348567179287
6.158682255E8	1.9522234443902347
6.229067195E8	1.9528180318119188
6.299452135E8	1.9624588725940522
6.369837075E8	2.0018509641409086
6.440222015E8	1.959809726342027
6.510606955E8	1.9732451288585313
6.580991895E8	2.0145222827496907
6.651376835E8	1.9952280985108461
6.721761775E8	2.0327024502684807
6.792146715E8	1.967780749688783
6.862531655E8	2.0473067107821645
6.932916595E8	1.9768233090771974
7.003301535E8	1.9823482125579706
7.073686475E8	1.9685245167503163
7.144071415E8	1.9787536936168448
7.214456355E8	1.993026349102521
7.284841295E8	2.067546693937652
7.355226235E8	1.9788804252727927
7.425611175E8	1.9642145038413046
7.495996115E8	1.9451632693016432
7.566381055E8	1.8923988569145616
7.636765995E8	1.921737661494064
7.683379745E8	1.8566180848381266
7.718572215E8	1.9876914029125172
7.777535875E8	1.9628120731508758
7.847920815E8	1.9669032892547753
7.918305755E8	1.9814970361557458
7.988690695E8	1.9662809970428332
8.059075635E8	2.003433831157631
8.129460575E8	1.9852231173316337
8.199845515E8	1.9438608600078369
8.270230455E8	1.9765492447674176
8.340615395E8	1.9745408605875063
8.411000335E8	2.143367885232267
8.481385275E8	3.397394527863489
8.551770215E8	2.317336208569617
8.622155155E8	2.1287407505071396
8.692540095E8	5.501861335677774
8.762925035E8	4.2790596965771375
8.833309975E8	2.187216185735187
8.903694915E8	1.9181121700181885
8.974079855E8	2.2314216649186602
9.044464795E8	2.0723418958657915
9.114849735E8	2.086387940374745
9.185234675E8	1.9468447369565136
9.255619615E8	1.9233269219239228
9.326004555E8	1.9517598508999225
9.396389495E8	1.9237997503443207
9.442718855E8	1.879009310498712
9.477911325E8	1.9121569714802138
9.537159375E8	1.9290512998945513
9.607544315E8	1.9375764190464608
9.677929255E8	1.9629011547072428
9.748314195E8	1.98322950903986
9.818699135E8	1.9986457330218652
9.889084075E8	1.9594998589186834
9.959469015E8	1.9526751035093586
1.0029853955E9	2.0097637363901995
1.0100238895E9	1.9560407382602016
1.0170623835E9	1.972708792534312
1.0241008775E9	1.9878458374760282
1.0311393715E9	2.184989146826011
1.0381778655E9	1.975072792560454
1.0452163595E9	1.9391256140873316
1.0522548535E9	1.9678388587104003
1.0592933475E9	1.9664816081394685
1.0663318415E9	1.9599557803132317
1.0733703355E9	1.9722586962495101
1.0804088295E9	1.9853504172909717
1.0874473235E9	2.0182864402527017
1.0944858175E9	1.9449464615583958
1.1015243115E9	1.8970580922566673
1.106347486E9	2.200030293095283
1.109866733E9	1.910055863273898
1.1156012995E9	1.941622170879168
1.1226397935E9	1.9489804210957629
1.1296782875E9	1.9774900710293992
1.1367167815E9	1.9751473823803785
1.1437552755E9	1.9811607426247717
1.1507937695E9	1.9794946191614287
1.1578322635E9	1.9754127800634624
1.1648707575E9	1.990326055545405
1.1719092515E9	1.9887733086083472
1.1789477455E9	1.9667309512517877
1.1859862395E9	1.970425491589536
1.1930247335E9	1.9863537569258425
1.2000632275E9	1.9518652711787494
1.2071017215E9	1.9901414990195345
1.2141402155E9	1.9679179949574441
1.2211787095E9	1.925281175205946
1.2282172035E9	1.9301687264349447
1.2352556975E9	3.8153124801981786
1.2422941915E9	1.9662072596779936
1.2493326855E9	1.9415964551507752
1.2563711795E9	1.9111899505774956
1.2612678865E9	2.330031725059167
1.2647871335E9	1.8596183934256767
1.2704481675E9	1.9516646600821141
1.2774866615E9	1.9839796695145298
1.2845251555E9	1.9511712306638322
1.2915636495E9	1.9728936332118774
1.2986021435E9	2.0021933669333243
1.3056406375E9	2.0066991603601565
1.3126791315E9	1.9851995327409528
1.3197176255E9	1.975850231597839
1.3267561195E9	1.9588694683834353
1.3337946135E9	2.162325349712595
1.3408331075E9	1.9925705697838203
1.3478716015E9	1.9565434026085693
1.3549100955E9	1.9840563904721664
1.3619485895E9	1.9614272598655338
1.3689870835E9	1.961869399902877
1.3760255775E9	2.077475096235075
1.3830640715E9	3.4135927373099983
1.3901025655E9	2.1582595651853933
1.3971410595E9	1.8986855710894972
1.4041795535E9	2.025256681329841
1.409287071E9	1.95646900197416
1.412806318E9	1.96606665073345
1.4182565415E9	1.927060533119727
1.4252950355E9	1.956369075543717
1.4323335295E9	1.9152070030890131
1.4393720235E9	2.0161058601456503
1.4464105175E9	1.9445445289858883
1.4534490115E9	1.9668784259814671
1.4604875055E9	1.9701407715911956
1.4675259995E9	1.9734308219911816
1.4745644935E9	1.962715887802135
1.4816029875E9	1.963221393667452
1.4886414815E9	1.9671739437442157
1.4956799755E9	2.983750785324247
1.5027184695E9	1.9894152072872406
1.5097569635E9	2.012355341923997
1.5167954575E9	1.963510091789522
1.5238339515E9	2.007157781195807
1.5308724455E9	2.0151789573167216
1.5379109395E9	1.966265652851306
1.5449494335E9	1.9537477761577975
1.5503840105E9	1.9170132562012812
1.5539032575E9	1.9450591894717744
1.5590264215E9	1.9186519161627473
1.5660649155E9	1.920828660221917
1.5731034095E9	1.9437023033620544
1.5801419035E9	1.9172952338952054
1.5871803975E9	1.9654369244329823
1.5942188915E9	1.951444016290985
1.6012573855E9	1.9705402888742962
1.6082958795E9	1.969743385445807
1.6153343735E9	1.9323846834280174
1.6223728675E9	2.0560746375574093
1.6294113615E9	1.961316440704503
1.6364498555E9	1.9988633932201973
1.6434883495E9	1.9676920943599583
1.6505268435E9	1.94657877097004
1.6575653375E9	1.9407886118820306
1.6646038315E9	1.9667539675390786
1.6716423255E9	1.9491719393381595
1.6786808195E9	1.9619185581461034
1.6857193135E9	1.9432257809696223
1.691256513E9	1.9272534908527332
1.69477576E9	1.9335183736435457
1.6997963015E9	1.9233479491493493
1.7068347955E9	1.958299886310907
1.7138732895E9	6.119634114911514
1.7209117835E9	6.372752466649826
1.7279502775E9	2.3493861044706437
1.7349887715E9	1.946837349012445
1.7420272655E9	1.973944426179805
1.7490657595E9	1.9339411243371096
1.7561042535E9	1.978006800886667
1.7631427475E9	2.0773249220642938
1.7701812415E9	1.9657058740122533
1.7772197355E9	1.9448848006405917
1.7842582295E9	1.9486978322351345
1.7912967235E9	1.956313097659812
1.7983352175E9	1.9815068393892217
1.8053737115E9	1.9414602044130462
1.8124122055E9	1.9445003433973234
1.8194506995E9	2.0597860849210075
1.8257353815E9	1.953318736473647
1.8292546285E9	1.6514183907923992
1.8335276875E9	1.4299530552984772
1.8405661815E9	1.059312261969677
1.8476046755E9	1.0862187280404019
1.8546431695E9	1.0547962390818264
1.8616816635E9	1.008705839629898
1.8687201575E9	1.013624505469494
1.8757586515E9	1.0997423596581883
1.8827971455E9	1.0268970890647915
1.8898356395E9	1.0811376695071417
1.8968741335E9	1.0893942653073228
1.9039126275E9	1.0380284475627883
1.9109511215E9	1.0584926264055918
1.9179896155E9	1.0323297853205529
1.9250281095E9	1.0770416228244282
1.9320666035E9	1.0342492300199446
1.9391050975E9	1.0183682759408477
1.9461435915E9	1.0193758778511426
1.9531820855E9	1.0429053431032262
1.9584611345E9	1.0511020557994593
1.9619803815E9	2.07366698021251
1.9672590735E9	1.908302969356797
1.9742975675E9	2.034038957765681
1.9813360615E9	1.9960494389851011
1.9883745555E9	2.7905587473684
1.9954130495E9	4.956368081012785
2.0024515435E9	2.3497323433109414
2.0094900375E9	3.437813117408355
2.0165285315E9	3.4750523336384176
2.0235670255E9	2.6022855173279966
2.0306055195E9	2.571988695308968
2.0376440135E9	1.9556578438512557
2.0446825075E9	1.9401124729238954
2.0517210015E9	2.017679776383982
2.0587594955E9	1.9545202425405208
2.0657979895E9	1.9459449706144525
2.0728364835E9	1.968986547406306
2.077610907E9	1.9160416881609876
2.081130154E9	4.918663089334012
2.0869134715E9	1.9150866648462015
2.0939519655E9	2.1628047136219766
2.1009904595E9	1.9047385704953361
2.1080289535E9	1.9309765697036894
2.1150674475E9	2.004998512465877
2.1221059415E9	1.966420799676749
2.1291444355E9	2.0316337557437714
2.1361829295E9	1.9626390247686507
2.1432214235E9	1.9502761528247379
2.1502599175E9	1.9527893324907288
2.1572984115E9	1.9618074548333777
2.1643369055E9	1.9607755579531645
2.170703204E9	1.8830045750840827
2.174222451E9	1.9747439546977033
2.1784138935E9	1.946220739834402
2.1854523875E9	1.904678472411854
2.1924908815E9	1.9426604611725178
2.1995293755E9	2.0553003241886687
2.2065678695E9	1.9313147102206807
2.2136063635E9	1.931704282194458
2.2206448575E9	1.9903456620123565
2.2276833515E9	1.9728619502978904
2.2347218455E9	1.9660190091800889
2.2417603395E9	1.944948592696108
2.2487988335E9	2.0206856750890174
2.2558373275E9	1.9358662520704002
2.2607804905E9	2.214576210956264
2.2642997375E9	2.187395929330497
2.2699143155E9	2.136661479003889
2.2769528095E9	5.3364626012325935
2.2839913035E9	4.810460874158592
2.2910297975E9	1.9043617853478314
2.2980682915E9	1.9629535806949612
2.3051067855E9	1.9473905923625139
2.3121452795E9	1.9845948579340977
2.3191837735E9	1.9517511842732267
2.3262222675E9	1.9684949649740413
2.3332607615E9	1.9556942152682093
2.3402992555E9	1.924966761355483
2.344580904E9	1.9752787737169981
2.348100151E9	1.9200814844357437
2.3543762435E9	1.9476886674905172
2.3614147375E9	1.9392705314517567
2.3684532315E9	3.680438883658919
2.3754917255E9	1.8858362314438288
2.3825302195E9	2.52716333920296
2.3895687135E9	6.0471579573698575
2.3966072075E9	1.9859434418783337
2.4036457015E9	2.1798917495702916
2.4105377075E9	2.6667750349194828
2.4140569545E9	1.8188657091365845
2.4177226895E9	3.3195954986961698
2.4247611835E9	5.457971549027391
2.4317996775E9	4.703718863722836
2.4388381715E9	1.9375627797651032
2.4458766655E9	1.926861200705719
2.4529151595E9	1.942763608237785
2.4599536535E9	1.9129363468946623
2.4669921475E9	1.9318210685410828
2.4740306415E9	2.360400960773711
2.4787527365E9	2.4269421406528506
2.4822719835E9	1.8666827260761207
2.4881076295E9	1.9261752585141083
2.4951461235E9	3.1966666448817036
2.5021846175E9	1.8643878932055635
2.5092231115E9	1.8627139555706094
2.5162616055E9	1.8869850567465143
2.5206467505E9	1.9777439144102422
2.5241659975E9	2.7518454978971856
2.5303385935E9	5.071108251282164
2.5373770875E9	1.8872122360266272
2.5444155815E9	1.8251672872066098
2.5502197155E9	1.8572548664332196
2.5537389625E9	1.14240659126997
2.556144429E9	1.1353484930704423
2.559663676E9	5.702272074435069
2.5638648205E9	8.264599806584336
2.5673840675E9	3.9937668155245065
2.5705892975E9	6.9404868267243325
2.5741085445E9	17.216472836900206
2.5767630395E9	5.912442990945293
2.5799692015E9	5.157582939792498
2.5828142135E9	2.812424740885063
2.584977519E9	7.428272197827232
2.588496766E9	14.894296465634309
2.590453746E9	7.239557775821443
2.5926179955E9	5.5535128785650025
2.595849289E9	7.169360829079021
2.597548393E9	2.3992673779774574
2.599575612E9	10.467018098909016
2.6027507525E9	7.869847281686402
2.604391815E9	10.8957892300105
2.606100152E9	3.923559732636868
2.609191594E9	12.906542452563881
2.611002504E9	16.695389218012668
2.6125264615E9	5.446418891299058
2.6152792605E9	10.009669928336999
2.6175533205E9	8.079715127445045
2.6188682445E9	10.609229938958132
2.620703603E9	10.613791857453963
2.6232597125E9	9.619758325342906
2.624943601E9	8.909121054161044
2.626166907E9	14.426872377169449
2.6281926035E9	4.66625501621952
2.6305213665E9	7.450421467449724
2.632014917E9	6.471047390330231
2.633119441E9	6.515273262398737
2.6349294315E9	13.309799633221926
2.6371017735E9	3.0852791981095558
2.63881103E9	10.37363399632021
2.639880995E9	7.940920190826808
2.641378123E9	4.6265225771566705
2.643474383E9	10.86748577463461
2.6454895405E9	4.964464933354358
2.646466783E9	3.041442217912806
2.6474053845E9	4.358090034777382
2.6492704655E9	5.973138634364679
2.6511273795E9	9.902535320469575
2.6527815455E9	13.092482068392608
2.6537030685E9	9.39095792066237
2.654807659E9	8.81271788395318
2.6566228385E9	10.76723865372263
2.658417134E9	4.359917076997771
2.6599303715E9	4.922595069644933
2.660822096E9	3.282410862183013
2.661960377E9	10.61475803637601
2.663692911E9	7.018637583733674
2.6654166045E9	3.0643735935120042
2.666931954E9	6.037614535827986
2.667789377E9	7.195495389719237
2.6688141125E9	4.865590569801779
2.670448266E9	7.89005501078661
2.6720560975E9	5.735946047856408
2.6736451615E9	5.017921069902542
2.6745318415E9	5.127238498524181
2.675315535E9	8.494396381582535
2.676762363E9	2.3145820199508966
2.6782742355E9	5.5430206718655155
2.679740732E9	3.617694557811214
2.681060292E9	4.598130123901984
2.6817503435E9	0.9783368398530827
2.682504779E9	2.140493938220799
2.683817561E9	4.806883686615287
2.6850961675E9	9.517030297218655
2.6863674465E9	3.6204978997021167
2.6876311185E9	9.47489515117959
2.6884821755E9	5.036888910858165
2.689093464E9	4.10755732073244
2.690079803E9	20.054936255770116
2.6912700945E9	8.286835170100623
2.69244955E9	9.246377700799748
2.6936164085E9	8.312559148163023
2.6947745185E9	6.349972058775188
2.69554786E9	5.633187862344344
2.696122388E9	7.292773589707412
2.6970693615E9	8.759858433077135
2.6981859485E9	4.704566699283344
2.699278152E9	6.338791820825922
2.700357511E9	5.09893283851521
2.701421287E9	9.290515827794055
2.7023654025E9	7.700437671453348
2.7028929095E9	9.029447996187496
2.703523373E9	2.7735476422266325
2.704559127E9	3.2357883344449747
2.7055748615E9	10.428500033050833
2.706572767E9	16.425542112139283
2.7075682755E9	4.0002505867150795
2.708556719E9	5.20068163857696
2.7094342595E9	7.253663219591067
2.709922277E9	7.977734568233802
2.710496109E9	3.2110968732081173
2.711426118E9	6.239881640148081
2.712336207E9	14.835164239291496
2.7132259675E9	5.354320846700994
2.7141007485E9	10.43318240295207
2.7149726835E9	9.342533366736461
2.7158422885E9	1.084080908413039
2.7165677445E9	1.75875781948168
2.7170007975E9	2.412678643051656
2.717570528E9	4.83452384432349
2.7184241295E9	7.393486609825721
2.719274077E9	1.9284608226887456
2.720119954E9	6.036353423154272
2.7209624785E9	6.848819931005133
2.721803515E9	20.820925467175517
2.7226354245E9	7.559979245851601
2.7234582035E9	12.797603909602596
2.7238833385E9	2.4010838150289016
2.724285089E9	9.19292981241807
2.7250742295E9	13.281628990853127
2.725874318E9	11.952476880898866
2.726663899E9	2.698755510624548
2.7274444375E9	1.9719508691279988
2.7282234945E9	2.8970779028930664
2.728999145E9	9.378071708899496
2.729761225E9	8.11886746497263
2.730507955E9	8.977285314080357
2.7309073435E9	6.712679586289668
2.7312767325E9	6.212984518852988
2.731977909E9	8.981869756037282
2.7326952065E9	2.5149084077820487
2.7334064295E9	8.581963439365952
2.7341138755E9	1.8833671944856312
2.734818321E9	5.025085353156251
2.7355039435E9	2.1649525824837634
2.7361720445E9	5.473398896617894
2.7368390185E9	4.155696137998045
2.737500155E9	1.7977203543063789
2.737901002E9	1.121288329722748
2.738219341E9	1.0179729131700075
2.738779457E9	10.070432127871367
2.7394077445E9	7.679426257236409
2.740033424E9	8.06308000902881
2.7406535525E9	6.9098198476258545
2.741263303E9	7.628841004717582
2.7418667495E9	4.655949928853597
2.742469544E9	2.7014687847967247
2.7430711755E9	10.494554287312539
2.743665874E9	6.649708445649275
2.7442528025E9	12.94554925860855
2.7447790105E9	3.8722940295313504
2.7450675605E9	2.3200455373406195
2.7454109005E9	1.999493828872556
2.7459870815E9	6.783729117504978
2.746561707E9	6.437585509150895
2.747127406E9	2.1360994496340755
2.74768385E9	6.193097275325568
2.7482233595E9	3.5344528028104474
2.748746651E9	8.975024052117064
2.749269327E9	10.162567053694627
2.7497890215E9	8.300118020353674
2.750305063E9	5.306560460227901
2.7508182355E9	5.350802743767633
2.7513267965E9	9.147237154150197
2.7518154755E9	2.527747487048061
2.7520656025E9	4.235222868217054
2.752328567E9	4.592944532857979
2.7528209115E9	6.8768168545039945
2.753306601E9	17.41188862220734
2.7537803495E9	4.515147464066549
2.7542402055E9	8.606687751404797
2.7546861675E9	9.904687306473143
2.755121277E9	11.733951588202647
2.755555088E9	1.7065130863958244
2.755986125E9	2.796258324877241
2.756412541E9	11.538230849210297
2.756836513E9	7.973602927816856
2.7572600605E9	1.0912524982400107
2.757683357E9	17.976945156451176
2.7580965595E9	5.757592220485724
2.7584967415E9	12.668831528442759
2.7588925085E9	7.43569544486152
2.7590906035E9	3.4759162303664923
2.7592859885E9	2.0769094275574758
2.7596746825E9	4.007976259111312
2.7600625735E9	9.932726324324603
2.760448515E9	4.084036825096391
2.7608315055E9	11.915254148398331
2.761211423E9	8.057133345487115
2.7615863095E9	12.473298499824935
2.7619542785E9	5.329515039161054
2.762316853E9	9.058071960965433
2.76267671E9	1.8555675880327271
2.7630349085E9	5.917429112166278
2.763391321E9	8.644368900098694
2.763745379E9	33.20149230441875
2.7640977395E9	10.615399465146517
2.764447074E9	5.269956094139246
2.7647932745E9	10.15071189497598
2.7651391825E9	1.084377656590658
2.765484589E9	4.212484962678455
2.765828845E9	8.309428096536909
2.766064378E9	1.1569054881634766
2.766235404E9	1.4546552117954719
2.7665119725E9	8.812048527231598
2.76685015E9	6.141555215386939
2.767186696E9	5.538522324370585
2.767520958E9	8.034273485546548
2.7678529275E9	1.909041437148921
2.7681825825E9	2.466628518554592
2.76850966E9	2.937566605550795
2.768828792E9	5.459023262210821
2.7691409785E9	1.841271012447068
2.76944683E9	2.182360333752246
2.7697460125E9	3.941424080541051
2.7700436585E9	2.7684685594961436
2.770335133E9	1.1315974395099968
2.7706206385E9	24.343374085875105
2.7709046745E9	3.2117732250088307
2.77118761E9	2.3830767652977145
2.7714701375E9	2.8717072168454463
2.771750802E9	2.4926373882348725
2.7720286715E9	10.022447179917165
2.7723037305E9	11.536880449411903
2.772572885E9	3.0626913566264604
2.772836894E9	12.331885396358496
2.7730675485E9	3.10237869368642
2.773198265E9	2.340341780356324
2.773360093E9	1.0046351944515917
2.7736189325E9	3.105321050995025
2.7738756465E9	5.164455705295376
2.7741301055E9	18.76685128773193
2.7743806325E9	11.977819754796926
2.774623531E9	6.417219267997962
2.774859993E9	6.818041637816415
2.775095137E9	0.6521626212868863
2.7753299035E9	5.5374249965907545
2.7755638625E9	2.226282034793494
2.7757970685E9	1.510126527986275
2.7760263865E9	1.225521761883221
2.776251547E9	15.143398492227634
2.776476074E9	66.81504689611496
2.776699976E9	2.153239260236599
2.7769232525E9	2.369398299307524
2.777145898E9	9.099575842355492
2.777365559E9	11.538578518795017
2.777582328E9	4.683904516045608
