#Duplication rate	Coverage
1.0	6520110.0
2.0	224113.0
3.0	23828.0
4.0	10018.0
5.0	6585.0
6.0	4662.0
7.0	3434.0
8.0	2557.0
9.0	1838.0
10.0	1417.0
11.0	1041.0
12.0	770.0
13.0	634.0
14.0	495.0
15.0	393.0
16.0	339.0
17.0	278.0
18.0	243.0
19.0	222.0
20.0	147.0
21.0	126.0
22.0	92.0
23.0	83.0
24.0	77.0
25.0	52.0
26.0	41.0
27.0	48.0
28.0	28.0
29.0	29.0
30.0	33.0
31.0	27.0
32.0	25.0
33.0	16.0
34.0	12.0
35.0	7.0
36.0	16.0
37.0	17.0
38.0	10.0
39.0	8.0
40.0	10.0
41.0	12.0
42.0	9.0
43.0	5.0
44.0	8.0
45.0	7.0
46.0	9.0
47.0	7.0
48.0	5.0
49.0	3.0
50.0	130.0
