#Duplication rate	Coverage
1.0	7501771.0
2.0	302541.0
3.0	28722.0
4.0	10344.0
5.0	6437.0
6.0	4341.0
7.0	3044.0
8.0	2109.0
9.0	1473.0
10.0	1027.0
11.0	822.0
12.0	627.0
13.0	446.0
14.0	351.0
15.0	259.0
16.0	209.0
17.0	158.0
18.0	126.0
19.0	118.0
20.0	82.0
21.0	66.0
22.0	57.0
23.0	38.0
24.0	39.0
25.0	35.0
26.0	26.0
27.0	22.0
28.0	24.0
29.0	22.0
30.0	15.0
31.0	17.0
32.0	12.0
33.0	16.0
34.0	15.0
35.0	19.0
36.0	5.0
37.0	8.0
38.0	12.0
39.0	8.0
40.0	7.0
41.0	8.0
42.0	10.0
43.0	6.0
44.0	6.0
45.0	8.0
46.0	2.0
47.0	7.0
48.0	3.0
49.0	7.0
50.0	99.0
